cluster_id,profile_file,row_in_file,radius_deg,radius_arcsec,pm_disp_p02_masyr,pm_disp_p16_masyr,pm_disp_p50_masyr,pm_disp_p84_masyr,pm_disp_p98_masyr,pm_rot_p02_masyr,pm_rot_p16_masyr,pm_rot_p50_masyr,pm_rot_p84_masyr,pm_rot_p98_masyr,pm_rot_aux_masyr
NGC4833,profiles/NGC_4833.txt,79,0.156,561.6,0.0774153,0.0885557,0.0983246,0.108964,0.118361,-0.0356336,-0.0178478,-0.000867188,0.014793,0.0298287,0.017887
NGC4833,profiles/NGC_4833.txt,80,0.158,568.8,0.0769638,0.0884043,0.0982529,0.108694,0.118357,-0.0375246,-0.0189635,-0.00135066,0.0149651,0.0303523,0.0176953
NGC4833,profiles/NGC_4833.txt,81,0.16,576.0,0.0764262,0.0881113,0.0981629,0.108545,0.118351,-0.0396903,-0.0201273,-0.00218117,0.014755,0.0308379,0.0175073
NGC4833,profiles/NGC_4833.txt,82,0.162,583.2,0.0758818,0.0878434,0.0980812,0.108429,0.118234,-0.0419278,-0.0211705,-0.00271488,0.0148012,0.0316883,0.0173228
NGC4833,profiles/NGC_4833.txt,83,0.164,590.4,0.0752327,0.08767,0.0980427,0.108347,0.118137,-0.0435762,-0.0222628,-0.0031796,0.014934,0.0322694,0.0171418
NGC4833,profiles/NGC_4833.txt,84,0.166,597.6,0.074816,0.0873915,0.0980149,0.108258,0.118095,-0.0459012,-0.0235659,-0.00344842,0.0147975,0.0327178,0.0169642
NGC4833,profiles/NGC_4833.txt,85,0.168,604.8000000000001,0.0745639,0.0873004,0.0979499,0.108241,0.117971,-0.0480413,-0.0247535,-0.00388679,0.0148209,0.0333512,0.0167899
NGC4833,profiles/NGC_4833.txt,86,0.17,612.0,0.074313,0.0871892,0.0978792,0.10814,0.117898,-0.0501304,-0.0258107,-0.00421057,0.0149741,0.034219,0.0166188
NGC4833,profiles/NGC_4833.txt,87,0.172,619.1999999999999,0.0739351,0.0870763,0.0977849,0.108057,0.117884,-0.0517881,-0.0270065,-0.00474569,0.0149664,0.0348301,0.0164508
NGC4833,profiles/NGC_4833.txt,88,0.174,626.4,0.0733407,0.0869971,0.0977174,0.107962,0.117872,-0.0535897,-0.0281647,-0.0051987,0.015064,0.035452,0.016286
NGC4833,profiles/NGC_4833.txt,89,0.176,633.5999999999999,0.0730379,0.0869214,0.0976811,0.107917,0.117861,-0.0556337,-0.0291147,-0.00553871,0.0151814,0.0362293,0.0161241
NGC4833,profiles/NGC_4833.txt,90,0.178,640.8,0.0728249,0.0868389,0.0976342,0.107884,0.117852,-0.057154,-0.0300819,-0.00572515,0.015383,0.0370168,0.0159652
NGC4833,profiles/NGC_4833.txt,91,0.18,648.0,0.0725012,0.0867164,0.0975949,0.107837,0.117844,-0.0588153,-0.0309839,-0.00610459,0.015607,0.0374557,0.0158091
NGC4833,profiles/NGC_4833.txt,92,0.182,655.1999999999999,0.0722255,0.0866228,0.0975811,0.107815,0.117837,-0.0596741,-0.0318974,-0.00637025,0.0158031,0.0380353,0.0156559
NGC4833,profiles/NGC_4833.txt,93,0.184,662.4,0.0720665,0.0865853,0.0975635,0.107771,0.117832,-0.0610027,-0.032626,-0.00668536,0.0155925,0.0386008,0.0155053
NGC4833,profiles/NGC_4833.txt,94,0.186,669.6,0.0718393,0.0865384,0.0975516,0.107759,0.117828,-0.0626135,-0.0332523,-0.00692653,0.0157123,0.0392996,0.0153574
NGC4833,profiles/NGC_4833.txt,95,0.188,676.8,0.0716728,0.086528,0.0975297,0.107724,0.117825,-0.064004,-0.0338062,-0.00707129,0.015812,0.0398902,0.0152121
NGC4833,profiles/NGC_4833.txt,96,0.19,684.0,0.0715885,0.0864948,0.0975,0.107721,0.117822,-0.0652093,-0.0342752,-0.00734744,0.0159764,0.0403096,0.0150694
NGC4833,profiles/NGC_4833.txt,97,0.192,691.2,0.0715244,0.086468,0.0974962,0.107706,0.117821,-0.0661067,-0.0347061,-0.0075304,0.0161862,0.0407938,0.0149291
NGC4833,profiles/NGC_4833.txt,98,0.194,698.4,0.0714237,0.0864649,0.0974939,0.107701,0.11782,-0.0667536,-0.0350232,-0.00767415,0.0162666,0.0411744,0.0147913
NGC4833,profiles/NGC_4833.txt,99,0.196,705.6,0.0713512,0.0864595,0.097466,0.1077,0.11782,-0.0672254,-0.0352701,-0.00776949,0.0163012,0.0413811,0.0146558
NGC4833,profiles/NGC_4833.txt,100,0.198,712.8000000000001,0.0713082,0.0864242,0.0974479,0.1077,0.117819,-0.0675143,-0.0354174,-0.00783327,0.01633,0.0415429,0.0145226
NGC4833,profiles/NGC_4833.txt,101,0.2,720.0,0.0712974,0.0864241,0.0974479,0.1077,0.117819,-0.0676123,-0.035458,-0.00784122,0.0163267,0.0416062,0.0143917
NGC5024,profiles/NGC_5024_M_53.txt,1,0.0,0.0,0.0560179,0.0625088,0.0717346,0.0855884,0.106173,-0.0,-0.0,-0.0,-0.0,-0.0,0.0
NGC5024,profiles/NGC_5024_M_53.txt,2,0.00333333,11.999988,0.0558671,0.0621166,0.0702089,0.0824016,0.100351,-0.000428038,0.000423212,0.00140602,0.00236462,0.00329769,0.00203224
NGC5024,profiles/NGC_5024_M_53.txt,3,0.00666667,24.000012,0.0556006,0.0615422,0.0686981,0.0791395,0.0945541,-0.000839844,0.000857336,0.00279929,0.00470206,0.00655542,0.00400995
NGC5024,profiles/NGC_5024_M_53.txt,4,0.01,36.0,0.0550035,0.0607662,0.0672759,0.0760387,0.0887988,-0.00121919,0.00130595,0.00417505,0.00698986,0.00973303,0.00588339
NGC5024,profiles/NGC_5024_M_53.txt,5,0.0133333,47.99988,0.0545481,0.0599056,0.0657257,0.073131,0.0838858,-0.00154248,0.00177283,0.00552508,0.00920568,0.01281,0.00761148
NGC5024,profiles/NGC_5024_M_53.txt,6,0.0166667,60.00012,0.0538643,0.0588413,0.0642076,0.0706433,0.0789458,-0.00181483,0.00224453,0.00683461,0.0113055,0.0157209,0.00916434
NGC5024,profiles/NGC_5024_M_53.txt,7,0.02,72.0,0.053289,0.0575971,0.0624621,0.0685651,0.074325,-0.00197757,0.00277264,0.00811834,0.0132654,0.0183826,0.010524
NGC5024,profiles/NGC_5024_M_53.txt,8,0.0233333,83.99988,0.0522879,0.0561579,0.0609491,0.0662459,0.0716205,-0.00199979,0.00331158,0.00931925,0.0150979,0.0209492,0.0116838
NGC5024,profiles/NGC_5024_M_53.txt,9,0.0266667,96.00012,0.0509899,0.0546152,0.0592987,0.0643451,0.0695359,-0.00178645,0.00390634,0.0104716,0.0167305,0.0231479,0.0126468
NGC5024,profiles/NGC_5024_M_53.txt,10,0.03,108.0,0.0493586,0.0529784,0.0575383,0.0628516,0.0679774,-0.00144823,0.00459898,0.0115016,0.0182701,0.0250856,0.0134231
NGC5024,profiles/NGC_5024_M_53.txt,11,0.0333333,119.99988,0.0477542,0.0514264,0.0558243,0.0613744,0.0667281,-0.00104318,0.00536458,0.0124772,0.0195541,0.026677,0.0140281
NGC5024,profiles/NGC_5024_M_53.txt,12,0.0366667,132.00012,0.0462645,0.0500074,0.0543772,0.0601729,0.0653818,-0.000477806,0.00598137,0.0132943,0.0204707,0.0277503,0.0144796
NGC5024,profiles/NGC_5024_M_53.txt,13,0.04,144.0,0.044973,0.0487338,0.0530463,0.0588264,0.0639017,-2.7371e-06,0.00671681,0.0141498,0.0212841,0.0284851,0.0147968
NGC5024,profiles/NGC_5024_M_53.txt,14,0.0433333,155.99988,0.0438168,0.0475855,0.0517731,0.0574462,0.0622396,0.000608853,0.00745996,0.0148198,0.021893,0.0289748,0.0149987
NGC5024,profiles/NGC_5024_M_53.txt,15,0.0466667,168.00011999999998,0.0426204,0.046448,0.050481,0.0557614,0.0607939,0.00142456,0.0082766,0.0153997,0.0223984,0.0295178,0.0151032
NGC5024,profiles/NGC_5024_M_53.txt,16,0.05,180.0,0.041554,0.0454316,0.0493461,0.0539471,0.0593057,0.0024558,0.00885084,0.0158885,0.022682,0.0297145,0.0151266
NGC5024,profiles/NGC_5024_M_53.txt,17,0.0533333,191.99988,0.0404034,0.044393,0.0481414,0.0523137,0.0577707,0.0029597,0.00948886,0.0162686,0.0229283,0.0298638,0.0150835
NGC5024,profiles/NGC_5024_M_53.txt,18,0.0566667,204.00012,0.0391445,0.04327,0.0470022,0.0509696,0.0561867,0.00341462,0.00984599,0.0164858,0.0229927,0.0298817,0.0149864
NGC5024,profiles/NGC_5024_M_53.txt,19,0.06,216.0,0.0380095,0.041883,0.0457435,0.0497844,0.0546434,0.00354621,0.0100914,0.0166285,0.0233082,0.0302924,0.0148464
NGC5024,profiles/NGC_5024_M_53.txt,20,0.0633333,227.99988,0.0365007,0.0406469,0.0447339,0.0488947,0.0536244,0.00324721,0.0101813,0.0166974,0.0235949,0.0305835,0.0146726
NGC5024,profiles/NGC_5024_M_53.txt,21,0.0666667,240.00012,0.0346749,0.0391861,0.0437486,0.0480935,0.0525543,0.00309434,0.0101159,0.0166952,0.0236839,0.0308435,0.0144727
NGC5024,profiles/NGC_5024_M_53.txt,22,0.07,252.00000000000003,0.0329113,0.0379624,0.0428206,0.0473881,0.0514202,0.0030602,0.00975031,0.0166091,0.0237858,0.030849,0.0142532
NGC5024,profiles/NGC_5024_M_53.txt,23,0.0733333,263.99988,0.0311804,0.0367694,0.041953,0.0467351,0.0507957,0.00254819,0.00937006,0.0165335,0.0240113,0.0315898,0.0140195
NGC5024,profiles/NGC_5024_M_53.txt,24,0.0766667,276.00012000000004,0.0298813,0.0357882,0.0411886,0.046119,0.0502107,0.00174829,0.00870927,0.0163306,0.0241623,0.0318603,0.0137757
NGC5024,profiles/NGC_5024_M_53.txt,25,0.08,288.0,0.0289735,0.0349428,0.0404817,0.0454079,0.0494543,0.00113596,0.00824114,0.0160708,0.0242234,0.0320258,0.0135255
NGC5024,profiles/NGC_5024_M_53.txt,26,0.0833333,299.99988,0.0280833,0.0340354,0.03962,0.0447023,0.0489482,0.000481524,0.00780387,0.0157746,0.0240156,0.0319944,0.0132717
NGC5024,profiles/NGC_5024_M_53.txt,27,0.0866667,312.00012,0.0271101,0.03328,0.0387937,0.0440534,0.0482428,4.25989e-05,0.00745702,0.0153959,0.0238947,0.0316703,0.0130167
NGC5024,profiles/NGC_5024_M_53.txt,28,0.09,324.0,0.0260376,0.0324888,0.0381168,0.0433087,0.047676,-0.000531235,0.00696371,0.0149065,0.0235801,0.0312145,0.0127621
NGC5024,profiles/NGC_5024_M_53.txt,29,0.0933333,335.99988,0.0253296,0.0317376,0.0373102,0.0424893,0.047068,-0.00125565,0.00661861,0.014426,0.0229339,0.0307714,0.0125095
NGC5024,profiles/NGC_5024_M_53.txt,30,0.0966667,348.00012,0.0245933,0.0310628,0.0365845,0.0417481,0.0465463,-0.00192581,0.00615308,0.0140354,0.022482,0.0302803,0.01226
NGC5024,profiles/NGC_5024_M_53.txt,31,0.1,360.0,0.0238771,0.0302826,0.0357695,0.0411007,0.046032,-0.00254015,0.00564597,0.0134995,0.0220695,0.0298539,0.0120144
NGC5024,profiles/NGC_5024_M_53.txt,32,0.103333,371.9988,0.0229969,0.0293707,0.0350998,0.0404869,0.0456026,-0.00296777,0.00512177,0.0130339,0.0213261,0.0293407,0.0117734
NGC5024,profiles/NGC_5024_M_53.txt,33,0.106667,384.0012,0.0219718,0.028536,0.0344634,0.0399311,0.0452268,-0.00318123,0.00461818,0.0125025,0.0207517,0.0287578,0.0115376
NGC5024,profiles/NGC_5024_M_53.txt,34,0.11,396.0,0.020833,0.0277069,0.0338562,0.0393004,0.0448216,-0.00423828,0.00384267,0.0118461,0.0203089,0.0284638,0.0113072
NGC5024,profiles/NGC_5024_M_53.txt,35,0.113333,407.9988,0.0197583,0.0267952,0.0332509,0.0388205,0.0444413,-0.00507617,0.00290771,0.0112301,0.0199013,0.0281052,0.0110824
NGC5024,profiles/NGC_5024_M_53.txt,36,0.116667,420.0012,0.0184649,0.0258738,0.0326757,0.0384031,0.0441063,-0.00626023,0.00203234,0.0106966,0.0195546,0.0282805,0.0108635
NGC5024,profiles/NGC_5024_M_53.txt,37,0.12,432.0,0.0169448,0.0249842,0.032031,0.0380127,0.0438879,-0.00773568,0.0010705,0.0102182,0.0191368,0.0281648,0.0106504
NGC5024,profiles/NGC_5024_M_53.txt,38,0.123333,443.9988,0.0156054,0.0242046,0.0315041,0.0375854,0.043757,-0.00900441,0.000137758,0.00945641,0.0186606,0.0281211,0.0104433
NGC5024,profiles/NGC_5024_M_53.txt,39,0.126667,456.0012,0.0144458,0.0235407,0.030946,0.0371831,0.0432726,-0.0104518,-0.00098262,0.00879781,0.0183419,0.0279751,0.010242
NGC5024,profiles/NGC_5024_M_53.txt,40,0.13,468.0,0.0138465,0.0228795,0.0304417,0.0367508,0.0429631,-0.0119157,-0.00193987,0.00821761,0.0180486,0.0278316,0.0100465
NGC5024,profiles/NGC_5024_M_53.txt,41,0.133333,479.9988,0.013391,0.0222646,0.02995,0.0364252,0.04258,-0.0131163,-0.00305571,0.00761567,0.0177169,0.0279698,0.00985676
NGC5024,profiles/NGC_5024_M_53.txt,42,0.136667,492.0012,0.0126051,0.0218225,0.0294494,0.0359467,0.0421745,-0.0140728,-0.00386061,0.00700244,0.0173792,0.027658,0.00967261
NGC5024,profiles/NGC_5024_M_53.txt,43,0.14,504.00000000000006,0.0119719,0.0213572,0.0289835,0.035528,0.0419238,-0.0148926,-0.00472825,0.00638991,0.0168948,0.0272614,0.00949393
NGC5024,profiles/NGC_5024_M_53.txt,44,0.143333,515.9988,0.0115476,0.0207261,0.0284894,0.0350861,0.0415918,-0.0159758,-0.00538898,0.0058134,0.0163498,0.0269431,0.00932058
NGC5024,profiles/NGC_5024_M_53.txt,45,0.146667,528.0011999999999,0.0111767,0.0201677,0.0278524,0.0345968,0.0411663,-0.0166955,-0.00575535,0.00518046,0.0159591,0.0266954,0.00915242
NGC5024,profiles/NGC_5024_M_53.txt,46,0.15,540.0,0.0106739,0.0195524,0.0273103,0.0340889,0.0408285,-0.0171032,-0.00625888,0.00455837,0.0156378,0.0260553,0.00898929
NGC5024,profiles/NGC_5024_M_53.txt,47,0.153333,551.9988,0.0100459,0.0189456,0.0268167,0.0336165,0.0403439,-0.0176094,-0.00682609,0.00410537,0.0150516,0.0250424,0.00883103
NGC5024,profiles/NGC_5024_M_53.txt,48,0.156667,564.0012,0.00953411,0.0184912,0.0263201,0.0331736,0.0398788,-0.0180523,-0.00738975,0.00338852,0.0144567,0.0246115,0.00867749
NGC5024,profiles/NGC_5024_M_53.txt,49,0.16,576.0,0.00904524,0.0179298,0.0258008,0.0327573,0.0394601,-0.0186626,-0.0079496,0.00271687,0.0138352,0.0239734,0.00852852
NGC5024,profiles/NGC_5024_M_53.txt,50,0.163333,587.9988000000001,0.00840512,0.0174157,0.0252905,0.032264,0.0389403,-0.0195179,-0.00836503,0.00211225,0.0133567,0.0236491,0.00838394
NGC5024,profiles/NGC_5024_M_53.txt,51,0.166667,600.0012,0.00802481,0.0167926,0.0247328,0.0319118,0.0383671,-0.0203414,-0.00882228,0.00176775,0.0128687,0.0237465,0.00824363
NGC5024,profiles/NGC_5024_M_53.txt,52,0.17,612.0,0.00761136,0.0161933,0.0241236,0.0314064,0.0379441,-0.0208199,-0.00928161,0.00133039,0.0123377,0.0233026,0.00810741
NGC5024,profiles/NGC_5024_M_53.txt,53,0.173333,623.9988,0.00710259,0.0157028,0.0236137,0.0309655,0.0374294,-0.0214107,-0.00980937,0.000798104,0.0117321,0.0231541,0.00797515
NGC5024,profiles/NGC_5024_M_53.txt,54,0.176667,636.0011999999999,0.00667767,0.015234,0.0230195,0.0305323,0.0369667,-0.0222428,-0.0103466,0.000275895,0.0112319,0.0227661,0.00784672
NGC5024,profiles/NGC_5024_M_53.txt,55,0.18,648.0,0.00626162,0.0146687,0.0224601,0.0301167,0.0364567,-0.0221259,-0.0108493,-0.000120029,0.010953,0.0226939,0.00772195
NGC5024,profiles/NGC_5024_M_53.txt,56,0.183333,659.9988,0.00586648,0.0141493,0.0218375,0.0297425,0.0359467,-0.0223692,-0.0116152,-0.000589319,0.0104308,0.0231981,0.00760074
NGC5024,profiles/NGC_5024_M_53.txt,57,0.186667,672.0012,0.00545571,0.0135998,0.0213289,0.0293508,0.0355934,-0.0234871,-0.0124101,-0.00109045,0.0104507,0.0234173,0.00748294
NGC5024,profiles/NGC_5024_M_53.txt,58,0.19,684.0,0.00507219,0.0130525,0.020705,0.0289705,0.0353024,-0.0246483,-0.013055,-0.00167677,0.0104526,0.0234363,0.00736844
NGC5024,profiles/NGC_5024_M_53.txt,59,0.193333,695.9988000000001,0.00482275,0.0125192,0.0202373,0.0286197,0.0348957,-0.025465,-0.0138533,-0.00212794,0.0102212,0.0236654,0.0072571
NGC5024,profiles/NGC_5024_M_53.txt,60,0.196667,708.0012,0.00449655,0.0119798,0.0196557,0.0282524,0.0346001,-0.0263387,-0.0149033,-0.00263459,0.0102396,0.0241631,0.00714883
NGC5024,profiles/NGC_5024_M_53.txt,61,0.2,720.0,0.00423034,0.0114863,0.0191336,0.0278706,0.0343795,-0.0273781,-0.0159001,-0.00281254,0.0105118,0.0243779,0.0070435
NGC5024,profiles/NGC_5024_M_53.txt,62,0.203333,731.9988000000001,0.00397577,0.0108297,0.0185865,0.0274968,0.0340514,-0.029133,-0.0168736,-0.00321246,0.0105955,0.0250663,0.00694101
NGC5024,profiles/NGC_5024_M_53.txt,63,0.206667,744.0011999999999,0.00373535,0.0103129,0.0181756,0.0271881,0.033746,-0.030507,-0.017545,-0.00363065,0.0108373,0.0255484,0.00684126
NGC5024,profiles/NGC_5024_M_53.txt,64,0.21,756.0,0.00349896,0.00989565,0.0177276,0.0268615,0.0334867,-0.0322606,-0.0183944,-0.00408144,0.0109911,0.0262199,0.00674415
NGC5024,profiles/NGC_5024_M_53.txt,65,0.213333,767.9988,0.00331574,0.00943089,0.0172743,0.0265953,0.0333726,-0.0337917,-0.0192513,-0.00433618,0.0113588,0.0273783,0.00664958
NGC5024,profiles/NGC_5024_M_53.txt,66,0.216667,780.0012,0.00316757,0.00894577,0.016929,0.0262725,0.0332219,-0.0354036,-0.0200008,-0.00454579,0.0116603,0.0282358,0.00655747
NGC5024,profiles/NGC_5024_M_53.txt,67,0.22,792.0,0.0029879,0.00843144,0.0166186,0.0260512,0.0331702,-0.0370662,-0.0208105,-0.00474471,0.0121147,0.0297338,0.00646773
NGC5024,profiles/NGC_5024_M_53.txt,68,0.223333,803.9988,0.0027459,0.00781806,0.0162133,0.0258318,0.0329823,-0.038461,-0.0217783,-0.00509989,0.0126592,0.030427,0.00638027
NGC5024,profiles/NGC_5024_M_53.txt,69,0.226667,816.0012,0.00267568,0.00736928,0.0159397,0.0257112,0.0327428,-0.0400062,-0.0225961,-0.00525738,0.0131406,0.0315533,0.00629501
NGC5024,profiles/NGC_5024_M_53.txt,70,0.23,828.0,0.00254622,0.0069322,0.0156257,0.0255119,0.032615,-0.0412813,-0.0233551,-0.00544923,0.0137215,0.0323709,0.00621189
NGC5024,profiles/NGC_5024_M_53.txt,71,0.233333,839.9988000000001,0.00236351,0.00648594,0.0153,0.0253568,0.0325964,-0.0424724,-0.0240134,-0.00544172,0.0140203,0.0330188,0.00613082
NGC5024,profiles/NGC_5024_M_53.txt,72,0.236667,852.0011999999999,0.00210079,0.00614103,0.0150332,0.0251892,0.0325611,-0.0437576,-0.0245965,-0.00564724,0.0144742,0.0339657,0.00605173
NGC5024,profiles/NGC_5024_M_53.txt,73,0.24,864.0,0.00188713,0.00584453,0.0148127,0.0249352,0.0325319,-0.0450044,-0.0252787,-0.00587826,0.0149034,0.0346487,0.00597456
NGC5024,profiles/NGC_5024_M_53.txt,74,0.243333,875.9988,0.00161666,0.00562713,0.0146535,0.0247701,0.0324405,-0.04593,-0.0258728,-0.00605128,0.015178,0.0355535,0.00589924
NGC5024,profiles/NGC_5024_M_53.txt,75,0.246667,888.0012,0.00144674,0.00537299,0.0145725,0.0246826,0.0323669,-0.0470222,-0.0263024,-0.00626079,0.0155354,0.0362841,0.00582571
NGC5024,profiles/NGC_5024_M_53.txt,76,0.25,900.0,0.00122597,0.0051039,0.01445,0.024617,0.032237,-0.0478706,-0.0268889,-0.00639794,0.0159079,0.0367029,0.00575391
NGC5024,profiles/NGC_5024_M_53.txt,77,0.253333,911.9988,0.0010616,0.00491278,0.0143323,0.0245538,0.0321913,-0.0484489,-0.0274101,-0.00652866,0.0162739,0.037015,0.00568379
NGC5024,profiles/NGC_5024_M_53.txt,78,0.256667,924.0012,0.000966582,0.00481602,0.0143266,0.0245098,0.0321195,-0.0488736,-0.0276975,-0.00649518,0.0165363,0.0372454,0.00561528
NGC5024,profiles/NGC_5024_M_53.txt,79,0.26,936.0,0.000891634,0.00476529,0.0142867,0.0244858,0.0321061,-0.0491436,-0.0278707,-0.00648011,0.016612,0.0373891,0.00554834
NGC5024,profiles/NGC_5024_M_53.txt,80,0.263333,947.9988,0.000882016,0.00473459,0.0142615,0.0244708,0.0321031,-0.0492664,-0.0279122,-0.0064623,0.0166655,0.0374409,0.00548291
NGC5024,profiles/NGC_5024_M_53.txt,81,0.266667,960.0012,0.000881937,0.00473453,0.0142614,0.0244708,0.0321031,-0.0492666,-0.0279123,-0.00646227,0.0166656,0.0374409,0.00541895
NGC5024,profiles/NGC_5024_M_53.txt,82,0.27,972.0,0.000881937,0.00473453,0.0142614,0.0244708,0.0321031,-0.0492666,-0.0279123,-0.00646227,0.0166656,0.0374409,0.00535641
NGC5024,profiles/NGC_5024_M_53.txt,83,0.273333,983.9988,0.000881937,0.00473453,0.0142614,0.0244708,0.0321031,-0.0492666,-0.0279123,-0.00646227,0.0166656,0.0374409,0.00529525
NGC5024,profiles/NGC_5024_M_53.txt,84,0.276667,996.0012,0.000881937,0.00473453,0.0142614,0.0244708,0.0321031,-0.0492666,-0.0279123,-0.00646227,0.0166656,0.0374409,0.00523542
NGC5024,profiles/NGC_5024_M_53.txt,85,0.28,1008.0,0.000881937,0.00473453,0.0142614,0.0244708,0.0321031,-0.0492666,-0.0279123,-0.00646227,0.0166656,0.0374409,0.00517688
NGC5024,profiles/NGC_5024_M_53.txt,86,0.283333,1019.9988,0.000881937,0.00473453,0.0142614,0.0244708,0.0321031,-0.0492666,-0.0279123,-0.00646227,0.0166656,0.0374409,0.00511959
NGC5024,profiles/NGC_5024_M_53.txt,87,0.286667,1032.0012,0.000881937,0.00473453,0.0142614,0.0244708,0.0321031,-0.0492666,-0.0279123,-0.00646227,0.0166656,0.0374409,0.00506351
NGC5024,profiles/NGC_5024_M_53.txt,88,0.29,1044.0,0.000881937,0.00473453,0.0142614,0.0244708,0.0321031,-0.0492666,-0.0279123,-0.00646227,0.0166656,0.0374409,0.00500861
NGC5024,profiles/NGC_5024_M_53.txt,89,0.293333,1055.9988,0.000881937,0.00473453,0.0142614,0.0244708,0.0321031,-0.0492666,-0.0279123,-0.00646227,0.0166656,0.0374409,0.00495485
NGC5024,profiles/NGC_5024_M_53.txt,90,0.296667,1068.0012000000002,0.000881937,0.00473453,0.0142614,0.0244708,0.0321031,-0.0492666,-0.0279123,-0.00646227,0.0166656,0.0374409,0.0049022
NGC5024,profiles/NGC_5024_M_53.txt,91,0.3,1080.0,0.000881937,0.00473453,0.0142614,0.0244708,0.0321031,-0.0492666,-0.0279123,-0.00646227,0.0166656,0.0374409,0.00485063
NGC5024,profiles/NGC_5024_M_53.txt,92,0.303333,1091.9988,0.000881937,0.00473453,0.0142614,0.0244708,0.0321031,-0.0492666,-0.0279123,-0.00646227,0.0166656,0.0374409,0.00480009
NGC5024,profiles/NGC_5024_M_53.txt,93,0.306667,1104.0012000000002,0.000881937,0.00473453,0.0142614,0.0244708,0.0321031,-0.0492666,-0.0279123,-0.00646227,0.0166656,0.0374409,0.00475057
NGC5024,profiles/NGC_5024_M_53.txt,94,0.31,1116.0,0.000881937,0.00473453,0.0142614,0.0244708,0.0321031,-0.0492666,-0.0279123,-0.00646227,0.0166656,0.0374409,0.00470203
NGC5024,profiles/NGC_5024_M_53.txt,95,0.313333,1127.9987999999998,0.000881937,0.00473453,0.0142614,0.0244708,0.0321031,-0.0492666,-0.0279123,-0.00646227,0.0166656,0.0374409,0.00465445
NGC5024,profiles/NGC_5024_M_53.txt,96,0.316667,1140.0012,0.000881937,0.00473453,0.0142614,0.0244708,0.0321031,-0.0492666,-0.0279123,-0.00646227,0.0166656,0.0374409,0.0046078
NGC5024,profiles/NGC_5024_M_53.txt,97,0.32,1152.0,0.000881937,0.00473453,0.0142614,0.0244708,0.0321031,-0.0492666,-0.0279123,-0.00646227,0.0166656,0.0374409,0.00456205
NGC5024,profiles/NGC_5024_M_53.txt,98,0.323333,1163.9987999999998,0.000881937,0.00473453,0.0142614,0.0244708,0.0321031,-0.0492666,-0.0279123,-0.00646227,0.0166656,0.0374409,0.00451717
NGC5024,profiles/NGC_5024_M_53.txt,99,0.326667,1176.0012,0.000881937,0.00473453,0.0142614,0.0244708,0.0321031,-0.0492666,-0.0279123,-0.00646227,0.0166656,0.0374409,0.00447315
NGC5024,profiles/NGC_5024_M_53.txt,100,0.33,1188.0,0.000881937,0.00473453,0.0142614,0.0244708,0.0321031,-0.0492666,-0.0279123,-0.00646227,0.0166656,0.0374409,0.00442996
NGC5024,profiles/NGC_5024_M_53.txt,101,0.333333,1199.9988,0.000881937,0.00473453,0.0142614,0.0244708,0.0321031,-0.0492666,-0.0279123,-0.00646227,0.0166656,0.0374409,0.00438757
NGC5053,profiles/NGC_5053.txt,1,0.0,0.0,0.0135441,0.0180208,0.0222286,0.0284111,0.0371256,-0.0,-0.0,-0.0,-0.0,-0.0,0.0
NGC5053,profiles/NGC_5053.txt,2,0.0025,9.0,0.0131397,0.0176582,0.0218657,0.0279786,0.036483,-0.00128693,0.000522429,0.00217455,0.00390786,0.00558143,0.00343173
NGC5053,profiles/NGC_5053.txt,3,0.005,18.0,0.0127383,0.0171129,0.021459,0.0274377,0.035803,-0.00250872,0.00106033,0.00430315,0.00772411,0.0110248,0.00670591
NGC5053,profiles/NGC_5053.txt,4,0.0075,27.0,0.012082,0.0165036,0.021053,0.0269436,0.0354843,-0.00359877,0.00159009,0.00634458,0.0113708,0.0161709,0.00968822
NGC5053,profiles/NGC_5053.txt,5,0.01,36.0,0.0116432,0.0160038,0.0205837,0.0264185,0.0349192,-0.00450491,0.0021283,0.00827647,0.0147611,0.0209236,0.0122839
NGC5053,profiles/NGC_5053.txt,6,0.0125,45.0,0.0109447,0.0155342,0.0201541,0.0260784,0.0345218,-0.00510461,0.00270745,0.0100126,0.0177101,0.0249851,0.0144439
NGC5053,profiles/NGC_5053.txt,7,0.015,54.0,0.0103022,0.014863,0.0197458,0.0256921,0.0340714,-0.00545881,0.00329554,0.0115801,0.0203392,0.0285187,0.0161608
NGC5053,profiles/NGC_5053.txt,8,0.0175,63.00000000000001,0.00951132,0.0142508,0.0193847,0.02535,0.0337334,-0.00556619,0.0040065,0.0129474,0.0224159,0.0312824,0.0174592
NGC5053,profiles/NGC_5053.txt,9,0.02,72.0,0.00895903,0.0137336,0.0190545,0.0249615,0.0333985,-0.0051348,0.00460705,0.0139662,0.0237638,0.0331837,0.0183839
NGC5053,profiles/NGC_5053.txt,10,0.0225,81.0,0.00859765,0.013222,0.0187537,0.024612,0.0331699,-0.00429962,0.00507664,0.0146178,0.0244398,0.0338031,0.018989
NGC5053,profiles/NGC_5053.txt,11,0.025,90.0,0.00824802,0.0128017,0.0184214,0.0242959,0.0329199,-0.00334619,0.00560565,0.0150005,0.0245222,0.0335549,0.0193306
