cluster_id,profile_file,row_in_file,radius_deg,radius_arcsec,pm_disp_p02_masyr,pm_disp_p16_masyr,pm_disp_p50_masyr,pm_disp_p84_masyr,pm_disp_p98_masyr,pm_rot_p02_masyr,pm_rot_p16_masyr,pm_rot_p50_masyr,pm_rot_p84_masyr,pm_rot_p98_masyr,pm_rot_aux_masyr
NGC5927,profiles/NGC_5927.txt,37,0.06,216.0,0.113964,0.119662,0.125222,0.130163,0.13644,-0.033918,-0.0217068,-0.00923497,0.00254926,0.0143925,0.0107445
NGC5927,profiles/NGC_5927.txt,38,0.0616667,222.00012,0.112951,0.118746,0.124202,0.129151,0.135414,-0.0320546,-0.0201888,-0.00812578,0.00332335,0.0149164,0.0106847
NGC5927,profiles/NGC_5927.txt,39,0.0633333,227.99988,0.112159,0.117722,0.123189,0.128039,0.134539,-0.0304107,-0.018571,-0.00673611,0.00439129,0.0154369,0.0106194
NGC5927,profiles/NGC_5927.txt,40,0.065,234.0,0.111122,0.116666,0.122231,0.126963,0.133635,-0.0280618,-0.0166159,-0.00507056,0.00563157,0.0157779,0.0105495
NGC5927,profiles/NGC_5927.txt,41,0.0666667,240.00012,0.109869,0.115601,0.121224,0.126069,0.132665,-0.0255955,-0.0146532,-0.0033417,0.00695631,0.0168903,0.0104754
NGC5927,profiles/NGC_5927.txt,42,0.0683333,245.99988,0.108536,0.114281,0.12009,0.125244,0.131777,-0.0232838,-0.0127442,-0.00169969,0.00835757,0.018291,0.0103978
NGC5927,profiles/NGC_5927.txt,43,0.07,252.00000000000003,0.107048,0.112956,0.119034,0.12453,0.13091,-0.0208625,-0.0108448,0.000213511,0.00994728,0.0199147,0.0103171
NGC5927,profiles/NGC_5927.txt,44,0.0716667,258.00012,0.10518,0.111786,0.118208,0.123687,0.130043,-0.0188488,-0.00875048,0.00199763,0.0119228,0.0215523,0.0102338
NGC5927,profiles/NGC_5927.txt,45,0.0733333,263.99988,0.103487,0.110503,0.117341,0.122929,0.129353,-0.0169476,-0.0068508,0.00402203,0.0137439,0.0232955,0.0101484
NGC5927,profiles/NGC_5927.txt,46,0.075,270.0,0.10189,0.109303,0.116364,0.122139,0.128524,-0.0149544,-0.00491442,0.00604946,0.015669,0.0252215,0.0100611
NGC5927,profiles/NGC_5927.txt,47,0.0766667,276.00012000000004,0.100496,0.108138,0.115456,0.121455,0.127947,-0.0133376,-0.00336302,0.00772064,0.0177697,0.0272161,0.00997239
NGC5927,profiles/NGC_5927.txt,48,0.0783333,281.99988,0.0992885,0.107079,0.114381,0.120773,0.127464,-0.0119131,-0.00156945,0.00960769,0.0201108,0.0295675,0.00988248
NGC5927,profiles/NGC_5927.txt,49,0.08,288.0,0.098228,0.106072,0.113413,0.120079,0.126952,-0.010551,-9.72834e-05,0.0111835,0.0222015,0.0318458,0.00979168
NGC5927,profiles/NGC_5927.txt,50,0.0816667,294.00012,0.0973248,0.105042,0.112397,0.119437,0.126425,-0.00961435,0.00114708,0.0128666,0.0242378,0.034217,0.00970022
NGC5927,profiles/NGC_5927.txt,51,0.0833333,299.99988,0.0967005,0.104175,0.111454,0.118725,0.126044,-0.00901962,0.00229461,0.0145523,0.0262391,0.0364051,0.00960833
NGC5927,profiles/NGC_5927.txt,52,0.085,306.0,0.0962802,0.103321,0.110647,0.118056,0.125499,-0.00827631,0.00344396,0.0158829,0.0280104,0.0385585,0.0095162
NGC5927,profiles/NGC_5927.txt,53,0.0866667,312.00012,0.0957542,0.102472,0.109814,0.117391,0.124928,-0.00773393,0.00456699,0.017104,0.0297525,0.0407551,0.009424
NGC5927,profiles/NGC_5927.txt,54,0.0883333,317.99988,0.0951389,0.101711,0.108973,0.116843,0.124218,-0.00701238,0.00538595,0.0180128,0.0313018,0.042319,0.00933189
NGC5927,profiles/NGC_5927.txt,55,0.09,324.0,0.0946354,0.100936,0.108202,0.116185,0.123435,-0.00625185,0.00604532,0.018959,0.0324929,0.0438188,0.00924
NGC5927,profiles/NGC_5927.txt,56,0.0916667,330.00012000000004,0.0940104,0.100166,0.107392,0.115407,0.122585,-0.00585291,0.00688824,0.0198332,0.0336476,0.0449633,0.00914847
NGC5927,profiles/NGC_5927.txt,57,0.0933333,335.99988,0.0935113,0.0994514,0.106631,0.114724,0.121832,-0.00512913,0.0075047,0.0205945,0.0343639,0.0459595,0.0090574
NGC5927,profiles/NGC_5927.txt,58,0.095,342.0,0.0929136,0.0986222,0.10587,0.113999,0.12116,-0.00466916,0.00819723,0.0213201,0.0349211,0.0467738,0.00896688
NGC5927,profiles/NGC_5927.txt,59,0.0966667,348.00012,0.0923081,0.0979423,0.105098,0.113262,0.120689,-0.00430327,0.00874159,0.0217396,0.0355042,0.0473064,0.00887699
NGC5927,profiles/NGC_5927.txt,60,0.0983333,353.99988,0.091537,0.0972374,0.10434,0.112406,0.119948,-0.00352509,0.00923346,0.022172,0.0358423,0.0477064,0.00878782
NGC5927,profiles/NGC_5927.txt,61,0.1,360.0,0.0907952,0.096485,0.103714,0.111701,0.119261,-0.00269854,0.0095397,0.0224125,0.0361515,0.0481053,0.00869942
NGC5927,profiles/NGC_5927.txt,62,0.101667,366.0012,0.0901124,0.0958944,0.102953,0.110842,0.118527,-0.00211011,0.00981795,0.022529,0.0362045,0.0481582,0.00861185
NGC5927,profiles/NGC_5927.txt,63,0.103333,371.9988,0.0892822,0.09537,0.10229,0.110099,0.117627,-0.00158219,0.00999248,0.0225584,0.0363183,0.0479206,0.00852516
NGC5927,profiles/NGC_5927.txt,64,0.105,378.0,0.0883109,0.0946544,0.10161,0.10945,0.117135,-0.00118273,0.0101211,0.0227117,0.0360959,0.0474547,0.00843938
NGC5927,profiles/NGC_5927.txt,65,0.106667,384.0012,0.0875094,0.0939639,0.100872,0.108869,0.116331,-0.0010806,0.0101265,0.0225485,0.0359181,0.0470826,0.00835456
NGC5927,profiles/NGC_5927.txt,66,0.108333,389.9988,0.0866101,0.0932137,0.100232,0.108193,0.115584,-0.000915843,0.010154,0.0223754,0.0355846,0.0464365,0.00827071
NGC5927,profiles/NGC_5927.txt,67,0.11,396.0,0.0858118,0.0925725,0.0995361,0.107614,0.115018,-0.000851887,0.0101045,0.0220967,0.0351311,0.0458568,0.00818787
NGC5927,profiles/NGC_5927.txt,68,0.111667,402.0012,0.084978,0.0919647,0.0988713,0.106896,0.114507,-0.00080933,0.00986413,0.0218133,0.0345896,0.0451203,0.00810606
NGC5927,profiles/NGC_5927.txt,69,0.113333,407.9988,0.0843061,0.0912092,0.0981858,0.106451,0.113711,-0.00105507,0.00988776,0.0215271,0.0338028,0.044347,0.00802528
NGC5927,profiles/NGC_5927.txt,70,0.115,414.0,0.0834769,0.0906005,0.0974621,0.105842,0.113153,-0.00151042,0.00971732,0.0211359,0.0330069,0.0431084,0.00794555
NGC5927,profiles/NGC_5927.txt,71,0.116667,420.0012,0.0826179,0.0899496,0.096754,0.10522,0.112686,-0.00189644,0.00918773,0.0206203,0.0324202,0.0422704,0.00786688
NGC5927,profiles/NGC_5927.txt,72,0.118333,425.9988,0.0817407,0.0891922,0.0961137,0.104771,0.112345,-0.00223242,0.00873664,0.0201887,0.0317213,0.041656,0.00778927
NGC5927,profiles/NGC_5927.txt,73,0.12,432.0,0.0810042,0.0885018,0.0955526,0.104349,0.111936,-0.00285878,0.00814442,0.019619,0.0310166,0.041392,0.00771273
NGC5927,profiles/NGC_5927.txt,74,0.121667,438.0012,0.0803336,0.0877735,0.0949957,0.103894,0.1115,-0.00343645,0.0077501,0.0191167,0.0304295,0.0409749,0.00763725
NGC5927,profiles/NGC_5927.txt,75,0.123333,443.9988,0.0794313,0.0870011,0.0943362,0.103562,0.111282,-0.00393197,0.00696952,0.0184937,0.0296762,0.0400897,0.00756284
NGC5927,profiles/NGC_5927.txt,76,0.125,450.0,0.07845,0.0863288,0.0938239,0.103171,0.111114,-0.00496182,0.0059527,0.0178482,0.0290014,0.0397589,0.00748949
NGC5927,profiles/NGC_5927.txt,77,0.126667,456.0012,0.0771908,0.0855886,0.0934094,0.102772,0.110864,-0.00629516,0.00490903,0.0170103,0.0282557,0.0392212,0.00741719
NGC5927,profiles/NGC_5927.txt,78,0.128333,461.9988,0.0761364,0.0849268,0.0928998,0.102353,0.110662,-0.00749915,0.00408983,0.016136,0.0277973,0.0388801,0.00734595
NGC5927,profiles/NGC_5927.txt,79,0.13,468.0,0.0751872,0.0842786,0.0924415,0.102072,0.110475,-0.00887943,0.00286319,0.0153943,0.0271988,0.0385986,0.00727574
NGC5927,profiles/NGC_5927.txt,80,0.131667,474.0012,0.0741787,0.0835761,0.0919857,0.101715,0.110266,-0.0104899,0.0018377,0.014714,0.026663,0.038378,0.00720657
NGC5927,profiles/NGC_5927.txt,81,0.133333,479.9988,0.0732165,0.0829436,0.0914912,0.101454,0.110087,-0.0119539,0.000816288,0.0138848,0.0261738,0.0379248,0.00713842
NGC5927,profiles/NGC_5927.txt,82,0.135,486.00000000000006,0.0721351,0.0822303,0.0911145,0.101311,0.110053,-0.0136716,-0.000518147,0.0130063,0.0260678,0.0381979,0.00707128
NGC5927,profiles/NGC_5927.txt,83,0.136667,492.0012,0.0710533,0.0816234,0.0907277,0.101072,0.110016,-0.015158,-0.00197208,0.0121401,0.025517,0.0382453,0.00700514
NGC5927,profiles/NGC_5927.txt,84,0.138333,497.9988,0.0697113,0.0809383,0.0903941,0.100819,0.109981,-0.0165016,-0.00316555,0.0113336,0.0249551,0.0381148,0.00693999
NGC5927,profiles/NGC_5927.txt,85,0.14,504.00000000000006,0.0685281,0.0803645,0.0901011,0.100452,0.109967,-0.0180986,-0.00442312,0.0105973,0.0246008,0.0383412,0.00687582
NGC5927,profiles/NGC_5927.txt,86,0.141667,510.0011999999999,0.0675413,0.0798137,0.0898126,0.100235,0.109944,-0.020141,-0.00565138,0.00974682,0.024343,0.0384412,0.00681261
NGC5927,profiles/NGC_5927.txt,87,0.143333,515.9988,0.0664929,0.0793281,0.0895413,0.100096,0.109847,-0.0220005,-0.00684115,0.00901689,0.0242593,0.0389789,0.00675035
NGC5927,profiles/NGC_5927.txt,88,0.145,522.0,0.0652922,0.0787635,0.0892797,0.0999113,0.10974,-0.0236434,-0.00818633,0.00825741,0.0241677,0.0393399,0.00668903
NGC5927,profiles/NGC_5927.txt,89,0.146667,528.0011999999999,0.0640933,0.0782771,0.0890201,0.0997631,0.109577,-0.025256,-0.0096049,0.00746701,0.023945,0.0398865,0.00662863
NGC5927,profiles/NGC_5927.txt,90,0.148333,533.9988,0.0630135,0.0776549,0.088741,0.0996903,0.109561,-0.026955,-0.0108205,0.00677728,0.0237342,0.0399855,0.00656914
NGC5927,profiles/NGC_5927.txt,91,0.15,540.0,0.0620171,0.0771628,0.0885494,0.0995277,0.109559,-0.0284183,-0.0118592,0.00600699,0.0233818,0.0403355,0.00651055
NGC5927,profiles/NGC_5927.txt,92,0.151667,546.0012,0.061182,0.076566,0.0883741,0.0994583,0.109544,-0.0302573,-0.0129512,0.00533247,0.0231996,0.0406121,0.00645283
NGC5927,profiles/NGC_5927.txt,93,0.153333,551.9988,0.06048,0.0761348,0.0881187,0.0994234,0.109524,-0.0316023,-0.0138246,0.00458196,0.0230162,0.0407564,0.00639599
NGC5927,profiles/NGC_5927.txt,94,0.155,558.0,0.0598603,0.0756867,0.0879176,0.0992933,0.109504,-0.0329133,-0.0148689,0.00404338,0.0227974,0.0410048,0.00634
NGC5927,profiles/NGC_5927.txt,95,0.156667,564.0012,0.0592883,0.0753264,0.0877818,0.0992666,0.109486,-0.0340261,-0.0156964,0.0036046,0.0226433,0.0414197,0.00628484
NGC5927,profiles/NGC_5927.txt,96,0.158333,569.9988,0.0587627,0.0750736,0.0877063,0.0992605,0.109472,-0.0349671,-0.0163763,0.00321364,0.0224871,0.0417259,0.00623051
NGC5927,profiles/NGC_5927.txt,97,0.16,576.0,0.0582129,0.0748468,0.0876313,0.0992569,0.109461,-0.0356895,-0.0170175,0.00292115,0.0223881,0.0419074,0.00617699
NGC5927,profiles/NGC_5927.txt,98,0.161667,582.0012,0.0578308,0.0746739,0.0875542,0.0992529,0.109453,-0.0362696,-0.0174927,0.00265958,0.0222151,0.0420395,0.00612427
NGC5927,profiles/NGC_5927.txt,99,0.163333,587.9988000000001,0.0576213,0.0744368,0.087476,0.0992417,0.109447,-0.0368029,-0.0178421,0.0024544,0.0220439,0.0420573,0.00607233
NGC5927,profiles/NGC_5927.txt,100,0.165,594.0,0.0575203,0.0743918,0.087455,0.0992399,0.109444,-0.037091,-0.0179817,0.00226694,0.0219834,0.0420764,0.00602116
NGC5927,profiles/NGC_5927.txt,101,0.166667,600.0012,0.0574877,0.0743794,0.0874484,0.0992395,0.109443,-0.0371807,-0.0180373,0.00219625,0.0219626,0.0421006,0.00597074
NGC5986,profiles/NGC_5986.txt,1,0.0,0.0,0.11462,0.135705,0.163385,0.202759,0.269371,-0.0,-0.0,-0.0,-0.0,-0.0,0.0
NGC5986,profiles/NGC_5986.txt,2,0.00133333,4.799988,0.113916,0.134889,0.160734,0.1973,0.259483,-0.00176766,0.00113773,0.00422296,0.00715779,0.010093,0.00254769
NGC5986,profiles/NGC_5986.txt,3,0.00266667,9.600012,0.113239,0.133818,0.158233,0.191203,0.24772,-0.00350392,0.00227241,0.00841742,0.014255,0.020098,0.00507212
NGC5986,profiles/NGC_5986.txt,4,0.004,14.4,0.112985,0.132618,0.155212,0.186191,0.238564,-0.00517738,0.00340385,0.0125496,0.0212436,0.0299267,0.00755073
NGC5986,profiles/NGC_5986.txt,5,0.00533333,19.199988,0.11195,0.130899,0.152776,0.18114,0.228614,-0.00675666,0.00454932,0.0165853,0.0280371,0.0394977,0.00996233
NGC5986,profiles/NGC_5986.txt,6,0.00666667,24.000012,0.111103,0.129295,0.150099,0.176073,0.216689,-0.00821035,0.00567652,0.0205068,0.0345873,0.0487412,0.0122877
NGC5986,profiles/NGC_5986.txt,7,0.008,28.8,0.110236,0.127427,0.14693,0.171733,0.205967,-0.00951974,0.0067708,0.0242707,0.0408867,0.0575634,0.0145098
NGC5986,profiles/NGC_5986.txt,8,0.00933333,33.599988,0.10902,0.125361,0.144139,0.167924,0.198666,-0.0106581,0.00784574,0.0278946,0.0468161,0.0658858,0.0166147
NGC5986,profiles/NGC_5986.txt,9,0.0106667,38.40012,0.107727,0.123292,0.141575,0.164735,0.189702,-0.0116526,0.0089016,0.0311856,0.0523053,0.0736521,0.0185911
NGC5986,profiles/NGC_5986.txt,10,0.012,43.2,0.105362,0.120548,0.13914,0.16086,0.183722,-0.0124671,0.0100337,0.0343082,0.0574042,0.0807568,0.0204307
NGC5986,profiles/NGC_5986.txt,11,0.0133333,47.99988,0.10335,0.118101,0.136441,0.156581,0.178663,-0.0130621,0.0112255,0.0372013,0.0619327,0.0871155,0.0221281
NGC5986,profiles/NGC_5986.txt,12,0.0146667,52.80012,0.101513,0.115615,0.133805,0.15325,0.174252,-0.0131804,0.0122458,0.0395997,0.0658051,0.0925067,0.0236807
NGC5986,profiles/NGC_5986.txt,13,0.016,57.6,0.0996228,0.113364,0.131419,0.15052,0.169216,-0.0131111,0.0134629,0.0416856,0.0690709,0.0968412,0.0250881
NGC5986,profiles/NGC_5986.txt,14,0.0173333,62.39988,0.0985304,0.110951,0.128629,0.147715,0.165252,-0.0129604,0.0145063,0.0435666,0.0713456,0.099939,0.0263524
NGC5986,profiles/NGC_5986.txt,15,0.0186667,67.20012,0.0974378,0.109152,0.126443,0.144633,0.162874,-0.0124183,0.0158146,0.0448584,0.0730889,0.101867,0.0274772
NGC5986,profiles/NGC_5986.txt,16,0.02,72.0,0.0966028,0.107691,0.124483,0.141559,0.160429,-0.0113555,0.0165243,0.0457782,0.0737639,0.10255,0.0284676
NGC5986,profiles/NGC_5986.txt,17,0.0213333,76.79988,0.0959178,0.106531,0.122259,0.138837,0.157401,-0.0103093,0.0174045,0.0462045,0.0738587,0.101704,0.0293301
NGC5986,profiles/NGC_5986.txt,18,0.0226667,81.60012,0.0954233,0.105434,0.120236,0.136077,0.154014,-0.00881561,0.0183642,0.0462909,0.0730552,0.0998181,0.0300717
NGC5986,profiles/NGC_5986.txt,19,0.024,86.4,0.0946218,0.104518,0.11849,0.13349,0.150261,-0.00612366,0.0192393,0.0458909,0.071176,0.0968775,0.0307002
NGC5986,profiles/NGC_5986.txt,20,0.0253333,91.19988,0.0940293,0.103626,0.116642,0.130527,0.146275,-0.00399328,0.0199819,0.0453589,0.0691571,0.0931265,0.0312235
NGC5986,profiles/NGC_5986.txt,21,0.0266667,96.00012,0.09333,0.102813,0.114783,0.127701,0.142295,-0.00250214,0.0208485,0.0442801,0.0671675,0.0887075,0.0316498
NGC5986,profiles/NGC_5986.txt,22,0.028,100.8,0.0927202,0.10204,0.112847,0.12469,0.137471,-0.00027058,0.0210446,0.042901,0.0640901,0.0842464,0.031987
NGC5986,profiles/NGC_5986.txt,23,0.0293333,105.59988,0.092338,0.101494,0.111047,0.122106,0.133736,0.00183748,0.0211578,0.0416887,0.0609906,0.0799038,0.0322431
NGC5986,profiles/NGC_5986.txt,24,0.0306667,110.40012,0.0920169,0.100675,0.109571,0.119516,0.129957,0.00402537,0.0214566,0.0401667,0.0577245,0.0745159,0.0324256
NGC5986,profiles/NGC_5986.txt,25,0.032,115.2,0.0917669,0.0998295,0.107837,0.117063,0.126194,0.00557787,0.0218542,0.0384727,0.0544735,0.0696496,0.0325416
NGC5986,profiles/NGC_5986.txt,26,0.0333333,119.99988,0.0911948,0.098818,0.106243,0.114556,0.123328,0.00637939,0.0221063,0.0368287,0.0512801,0.0656782,0.032598
NGC5986,profiles/NGC_5986.txt,27,0.0346667,124.80012,0.0907805,0.097593,0.104715,0.112254,0.121318,0.00708611,0.0213752,0.03511,0.0485314,0.0620726,0.0326011
NGC5986,profiles/NGC_5986.txt,28,0.036,129.6,0.0899902,0.0962302,0.103068,0.110785,0.119707,0.00734203,0.0204195,0.0333847,0.0461877,0.0586691,0.0325568
NGC5986,profiles/NGC_5986.txt,29,0.0373333,134.39988,0.0886819,0.0951297,0.101671,0.109541,0.11842,0.00636895,0.0194023,0.0318477,0.0441139,0.0561998,0.0324706
NGC5986,profiles/NGC_5986.txt,30,0.0386667,139.20012,0.0875133,0.093706,0.100573,0.108428,0.117403,0.00650848,0.0180612,0.0305008,0.0425534,0.054195,0.0323473
NGC5986,profiles/NGC_5986.txt,31,0.04,144.0,0.0860116,0.092469,0.0993214,0.107343,0.116429,0.00494097,0.0166535,0.0292874,0.0413948,0.0535319,0.0321916
NGC5986,profiles/NGC_5986.txt,32,0.0413333,148.79988,0.0849283,0.0913851,0.0981732,0.106261,0.115109,0.00362253,0.01511,0.0281281,0.0405496,0.0522417,0.0320076
NGC5986,profiles/NGC_5986.txt,33,0.0426667,153.60012,0.0837492,0.0902178,0.097043,0.105161,0.113983,0.00232808,0.0142941,0.0270444,0.0396875,0.0514674,0.031799
NGC5986,profiles/NGC_5986.txt,34,0.044,158.39999999999998,0.0826543,0.0891039,0.0961093,0.104106,0.112566,0.0015932,0.0133961,0.0262899,0.0389307,0.0508977,0.0315692
NGC5986,profiles/NGC_5986.txt,35,0.0453333,163.19988,0.08165,0.0881317,0.0950431,0.102944,0.111277,0.000920561,0.0127222,0.0256058,0.0383512,0.0506716,0.0313213
NGC5986,profiles/NGC_5986.txt,36,0.0466667,168.00011999999998,0.0804827,0.0871477,0.0940519,0.101883,0.109884,0.000582076,0.0122137,0.0252336,0.0379929,0.0504411,0.031058
NGC5986,profiles/NGC_5986.txt,37,0.048,172.8,0.0795958,0.0861963,0.0930236,0.100786,0.108659,0.000644327,0.0120706,0.0248191,0.0375579,0.0502694,0.0307818
NGC5986,profiles/NGC_5986.txt,38,0.0493333,177.59987999999998,0.0784382,0.0852132,0.0920536,0.099592,0.107395,0.000845595,0.0120898,0.0248088,0.0373076,0.0501425,0.0304947
NGC5986,profiles/NGC_5986.txt,39,0.0506667,182.40012,0.077161,0.0842829,0.09102,0.0986602,0.106111,0.00083671,0.0123828,0.0245933,0.0366927,0.0494437,0.0301989
NGC5986,profiles/NGC_5986.txt,40,0.052,187.2,0.0757769,0.0831938,0.08997,0.0976377,0.105144,0.00161733,0.0127459,0.0245753,0.0362417,0.0486449,0.0298959
NGC5986,profiles/NGC_5986.txt,41,0.0533333,191.99988,0.0745037,0.0821875,0.0889916,0.0968214,0.104436,0.00188854,0.0130158,0.0246384,0.0361599,0.0484613,0.0295874
NGC5986,profiles/NGC_5986.txt,42,0.0546667,196.80012,0.072989,0.0809797,0.0880719,0.0960266,0.103967,0.00243293,0.0134936,0.0247024,0.0361117,0.048351,0.0292747
NGC5986,profiles/NGC_5986.txt,43,0.056,201.6,0.0719615,0.0798843,0.0871652,0.0952986,0.103315,0.00280105,0.0136662,0.0247843,0.0360853,0.0483934,0.028959
NGC5986,profiles/NGC_5986.txt,44,0.0573333,206.39988,0.0703491,0.0786508,0.0863045,0.0946202,0.10291,0.00351027,0.0140419,0.0250356,0.0362649,0.0490793,0.0286413
NGC5986,profiles/NGC_5986.txt,45,0.0586667,211.20012,0.0684856,0.0772878,0.085321,0.0937963,0.10253,0.00385993,0.0142271,0.0251124,0.0367522,0.0490498,0.0283226
NGC5986,profiles/NGC_5986.txt,46,0.06,216.0,0.067004,0.0759889,0.0844272,0.0931137,0.101804,0.00381279,0.0143622,0.0253791,0.0370611,0.0490485,0.0280037
NGC5986,profiles/NGC_5986.txt,47,0.0613333,220.79988,0.0652573,0.0747143,0.0834257,0.0922808,0.10124,0.00333709,0.0143226,0.025775,0.0377316,0.0497536,0.0276853
NGC5986,profiles/NGC_5986.txt,48,0.0626667,225.60012000000003,0.063551,0.073457,0.0825349,0.0914894,0.100686,0.00279348,0.0142035,0.0260928,0.0383529,0.0505868,0.027368
NGC5986,profiles/NGC_5986.txt,49,0.064,230.4,0.0619042,0.0721887,0.0814173,0.09065,0.100164,0.00240416,0.0139032,0.0262053,0.0390023,0.0512861,0.0270524
NGC5986,profiles/NGC_5986.txt,50,0.0653333,235.19988,0.0602669,0.0710043,0.0802885,0.0898577,0.099373,0.00114836,0.0137828,0.0263532,0.039457,0.0521044,0.0267389
NGC5986,profiles/NGC_5986.txt,51,0.0666667,240.00012,0.0585794,0.0695847,0.0792338,0.0890287,0.0986434,-6.9916e-05,0.0133993,0.0265095,0.0401067,0.0529973,0.026428
NGC5986,profiles/NGC_5986.txt,52,0.068,244.8,0.0572422,0.0682023,0.0780045,0.0883053,0.0982129,-0.00129003,0.012933,0.0264533,0.0405914,0.0538246,0.0261199
NGC5986,profiles/NGC_5986.txt,53,0.0693333,249.59988,0.0559167,0.0668938,0.0768702,0.0874302,0.0974369,-0.00209713,0.0124075,0.0265244,0.0407456,0.0546904,0.025815
NGC5986,profiles/NGC_5986.txt,54,0.0706667,254.40012,0.0542758,0.0655641,0.0757994,0.0865205,0.0965564,-0.00327689,0.0118497,0.0262695,0.0408845,0.0549424,0.0255134
NGC5986,profiles/NGC_5986.txt,55,0.072,259.2,0.0530002,0.0642056,0.0746133,0.0855973,0.0955974,-0.00422349,0.0113395,0.0261591,0.0409971,0.0552129,0.0252155
NGC5986,profiles/NGC_5986.txt,56,0.0733333,263.99988,0.051529,0.0628241,0.0733405,0.0847484,0.0947899,-0.00536201,0.0110933,0.0257356,0.0409836,0.055282,0.0249214
NGC5986,profiles/NGC_5986.txt,57,0.0746667,268.80012,0.0502785,0.0614609,0.0720802,0.08365,0.093753,-0.00638461,0.0104814,0.0254772,0.0406094,0.055333,0.0246312
NGC5986,profiles/NGC_5986.txt,58,0.076,273.6,0.0490418,0.0600091,0.0708024,0.0826401,0.0927421,-0.0071414,0.00979641,0.0249568,0.0402059,0.0557034,0.024345
NGC5986,profiles/NGC_5986.txt,59,0.0773333,278.39988,0.0477616,0.058692,0.0695125,0.0815825,0.0917082,-0.00770255,0.00933322,0.0245729,0.0399013,0.0551691,0.024063
NGC5986,profiles/NGC_5986.txt,60,0.0786667,283.20012,0.0464357,0.0572515,0.0683328,0.0802791,0.0908219,-0.00792883,0.0088517,0.0242374,0.0394303,0.0548285,0.0237851
NGC5986,profiles/NGC_5986.txt,61,0.08,288.0,0.0449635,0.0558291,0.0670616,0.0789725,0.0898942,-0.00829711,0.00828313,0.0236136,0.0388935,0.0542908,0.0235115
NGC5986,profiles/NGC_5986.txt,62,0.0813333,292.79988,0.0435743,0.054173,0.0658039,0.0777622,0.0889993,-0.0086298,0.00764306,0.0230035,0.0381504,0.0535783,0.0232421
NGC5986,profiles/NGC_5986.txt,63,0.0826667,297.60012,0.0418904,0.0526703,0.0644991,0.0766445,0.0878207,-0.00911786,0.00675305,0.0222566,0.0374639,0.0528421,0.022977
NGC5986,profiles/NGC_5986.txt,64,0.084,302.40000000000003,0.040472,0.0511641,0.0631004,0.0755353,0.0868739,-0.0100126,0.00609771,0.0215311,0.036884,0.0521494,0.0227162
NGC5986,profiles/NGC_5986.txt,65,0.0853333,307.19988,0.0391666,0.04972,0.0616781,0.0743291,0.0857843,-0.00978415,0.00531474,0.02065,0.03606,0.0513132,0.0224597
NGC5986,profiles/NGC_5986.txt,66,0.0866667,312.00012,0.0379573,0.0482133,0.0602658,0.0729196,0.0845023,-0.0104161,0.00446914,0.0197524,0.0353023,0.0506755,0.0222074
NGC5986,profiles/NGC_5986.txt,67,0.088,316.79999999999995,0.0367848,0.0468794,0.0590052,0.0716396,0.0834686,-0.0111385,0.00371092,0.018863,0.0346926,0.0491304,0.0219594
NGC5986,profiles/NGC_5986.txt,68,0.0893333,321.59988000000004,0.035571,0.0452917,0.0576116,0.0705504,0.0825727,-0.0118676,0.00279171,0.0180802,0.0334498,0.0480959,0.0217155
NGC5986,profiles/NGC_5986.txt,69,0.0906667,326.40012,0.0342904,0.0438823,0.0562471,0.0691946,0.0816292,-0.0125377,0.00236415,0.0172139,0.0325941,0.0470476,0.0214758
NGC5986,profiles/NGC_5986.txt,70,0.092,331.2,0.0329801,0.0424289,0.0546004,0.068204,0.0810227,-0.0134757,0.00139979,0.0162161,0.0317194,0.046496,0.0212402
NGC5986,profiles/NGC_5986.txt,71,0.0933333,335.99988,0.0315507,0.0408091,0.0532152,0.0671998,0.079814,-0.0140959,0.000694738,0.0155183,0.0307153,0.045491,0.0210087
NGC5986,profiles/NGC_5986.txt,72,0.0946667,340.80012000000005,0.0302456,0.0391003,0.0515591,0.0662672,0.0789167,-0.0146674,-0.000278337,0.0146566,0.0299873,0.0440381,0.0207812
NGC5986,profiles/NGC_5986.txt,73,0.096,345.6,0.028706,0.0376768,0.0501265,0.0652885,0.0784645,-0.0153127,-0.00117284,0.0135438,0.0291461,0.0433751,0.0205576
NGC5986,profiles/NGC_5986.txt,74,0.0973333,350.39988,0.0275037,0.0362233,0.0486947,0.0644891,0.0780353,-0.0166355,-0.00219963,0.0126717,0.0282391,0.0429323,0.0203379
NGC5986,profiles/NGC_5986.txt,75,0.0986667,355.20012,0.0261632,0.0347704,0.0472442,0.0638377,0.0775264,-0.0178035,-0.00344118,0.0118054,0.0277874,0.0424289,0.020122
NGC5986,profiles/NGC_5986.txt,76,0.1,360.0,0.0248456,0.0332189,0.0457356,0.0627203,0.0770619,-0.0190369,-0.00509108,0.0106999,0.0270904,0.0422879,0.01991
NGC5986,profiles/NGC_5986.txt,77,0.101333,364.7988,0.0234894,0.0318708,0.0443294,0.0620082,0.0764765,-0.0211211,-0.00625276,0.00977394,0.0264924,0.0419785,0.0197016
NGC5986,profiles/NGC_5986.txt,78,0.102667,369.6012,0.0221631,0.0302578,0.0431318,0.0612461,0.0760081,-0.0234556,-0.00729906,0.00874859,0.0261115,0.0421667,0.0194968
