sample_order,cluster_id,hst_n_bins,hst_n_stars_total,hst_radius_min_arcsec,hst_radius_max_arcsec,hst_sigma_median_masyr,hst_sigma_center_masyr,hst_sigma_gradient_loglog,hst_sigma_curvature_abs,hst_outer_inner_sigma_ratio,hst_beta_pm_median,hst_beta_pm_abs_median,gaia_profile_n_bins,gaia_radius_min_arcsec,gaia_radius_max_arcsec,gaia_pm_disp_median_masyr,gaia_pm_disp_center_masyr,gaia_pm_disp_gradient_loglog,gaia_pm_disp_curvature_abs,gaia_outer_inner_disp_ratio,gaia_pm_rot_abs_max_masyr,gaia_rotation_support_proxy,vel_all_n_bins,vel_all_n_stars_total,vel_all_radius_min_arcsec,vel_all_radius_max_arcsec,vel_all_sigma_median_kms,vel_all_sigma_center_kms,vel_all_sigma_gradient_loglog,vel_all_sigma_curvature_abs,vel_all_outer_inner_sigma_ratio,vel_rv_n_bins,vel_rv_sigma_median_kms,vel_rv_sigma_gradient_loglog,vel_vb21_n_bins,vel_vb21_sigma_median_kms,vel_vb21_sigma_gradient_loglog,vel_li22_n_bins,vel_li22_sigma_median_kms,vel_li22_sigma_gradient_loglog,vel_w15_n_bins,vel_w15_sigma_median_kms,vel_w15_sigma_gradient_loglog,vel_p22_n_bins,vel_p22_sigma_median_kms,vel_p22_sigma_gradient_loglog,vel_f13_n_bins,vel_f13_sigma_median_kms,vel_f13_sigma_gradient_loglog,vel_l13_n_bins,vel_l13_sigma_median_kms,vel_l13_sigma_gradient_loglog,vel_k18_n_bins,vel_k18_sigma_median_kms,vel_k18_sigma_gradient_loglog,vel_c21_n_bins,vel_c21_sigma_median_kms,vel_c21_sigma_gradient_loglog,vel_d21_n_bins,vel_d21_sigma_median_kms,vel_d21_sigma_gradient_loglog,vel_g22_n_bins,vel_g22_sigma_median_kms,vel_g22_sigma_gradient_loglog,vel_t22_n_bins,vel_t22_sigma_median_kms,vel_t22_sigma_gradient_loglog,has_gc_parameters_apogee_vac,has_apogee_star_level,has_apogee_abundance_summary,has_gaia_edr3_profile,has_gaia_member_summary,has_hst_hugs_metadata,has_hst_pm_profile,has_rv_pm_velocity_profile,n_gaia_profile_rows,n_hst_pm_rows,n_velocity_profile_rows,n_apogee_star_rows,core_dynamics_complete,chemistry_available,catalogue_file,parse_status,N_total,N_member_p10,N_member_p50,N_member_p80,N_member_p90,radius_member_median_deg,radius_member_p90_deg,pmra_member_median_masyr,pmdec_member_median_masyr,pmra_member_sigma_masyr,pmdec_member_sigma_masyr,parallax_member_median_mas,g_member_median_mag,bp_rp_member_median_mag,qflag_pass_fraction,cluster_name_hugs,ra_deg,dec_deg,F275W_exp_s,F336W_exp_s,F435W_exp_s,F438W_exp_s,F606W_exp_s,F814W_exp_s,catalog_methods,plot_products,has_bundle_tar_gz,GC_name,RA_cen,DEC_cen,R_t,Fe_H_med,Fe_H_sig,RV_med,RV_sig,PM_RA,PM_DEC,PM_sig,dist,dist_err,rad_vel,rad_vel_err,Rgc,Rgc_err,mass,mass_err,Nstars,log10_mass,source_file,GC_NAME_mode,N_apogee_total,N_apogee_highprob,RV_median_kms,RV_sigma_kms,FE_H_median,FE_H_sigma,FE_H_iqr,FE_H_N,M_H_median,M_H_sigma,M_H_iqr,M_H_N,ALPHA_M_median,ALPHA_M_sigma,ALPHA_M_iqr,ALPHA_M_N,C_FE_median,C_FE_sigma,C_FE_iqr,C_FE_N,N_FE_median,N_FE_sigma,N_FE_iqr,N_FE_N,O_FE_median,O_FE_sigma,O_FE_iqr,O_FE_N,NA_FE_median,NA_FE_sigma,NA_FE_iqr,NA_FE_N,MG_FE_median,MG_FE_sigma,MG_FE_iqr,MG_FE_N,AL_FE_median,AL_FE_sigma,AL_FE_iqr,AL_FE_N,SI_FE_median,SI_FE_sigma,SI_FE_iqr,SI_FE_N,CA_FE_median,CA_FE_sigma,CA_FE_iqr,CA_FE_N,TI_FE_median,TI_FE_sigma,TI_FE_iqr,TI_FE_N,NI_FE_median,NI_FE_sigma,NI_FE_iqr,NI_FE_N,CE_FE_median,CE_FE_sigma,CE_FE_iqr,CE_FE_N,dsi_component_dispersion_gradient_raw,dsi_component_anisotropy_raw,dsi_component_rotation_support_raw,dsi_component_profile_curvature_raw,dsi_component_central_enhancement_raw,dsi_component_outer_disturbance_raw,dsi_component_chem_complexity_aux,DSI_to_be_computed_in_MATLAB,apogee_missing_reason
11,NGC5024,17,3772.0,7.5795,100.7875,0.072,0.083,-0.14250353346120223,0.23524650397827077,0.8258064516129032,0.20195555555555533,0.20716832426346388,101,11.999988,1199.9988,0.0247328,0.0702089,-0.5235280880197366,0.674659291368843,0.2588240631933322,0.0166974,0.6751115927028076,28,5075.0,7.58,614.24,5.76,7.28,-0.27000457704964304,0.36074067670066445,0.5334805003679176,5,3.81,-0.34890138089893225,3,3.79,-0.4778961371823461,17,6.31,-0.14165151001390364,0,,,3,5.17,-0.31390807943109883,0,,,0,,,0,,,0,,,0,,,0,,,0,,,1,1,1,1,1,1,1,1,101,17,28,41,1,1,catalogues/NGC_5024_M_53.txt,OK,11051,9977,9826,9660,9512,0.0498223333078794,0.1325631857471899,-0.14745,-1.33195,1.5299093267081774,1.4652435268695343,0.0767,20.01625,0.6819,0.5198453083655608,NGC 5024,198.230208,18.168167,1832s,460s,,180s,45s | 340s,45s | 340s,meth01 |  meth02 |  meth03,"CMD: (png)   | RGB: (png, tif)",1,NGC5024,198.23021,18.16817,0.549,-1.901,0.091,-63.37,6.3,-0.1333,-1.3307,0.25,18498.2,183.8,-63.37,0.25,19.0,0.16,451000.0,31900.0,41.0,5.654176541877961,GC_parameters_VAC-v1_1.fits,NGC5024,41.0,40.0,-62.611595,4.6068716,-1.90475,0.09584545,0.1532999575138092,40.0,-1.8835,0.11759637,0.1566999554634094,40.0,0.2395,0.08976756,0.1227925047278404,40.0,-0.35030007,0.2561123,0.3344125151634216,40.0,0.65994,0.22712822,0.3073273748159408,40.0,0.32088798,0.09368328,0.113947570323944,40.0,-0.19769806,0.74002004,0.9003499746322632,14.0,0.262258,0.09198375,0.0998872816562652,40.0,-0.08966905,0.4269952,0.8243749737739563,40.0,0.24226564,0.06664462,0.0575001239776611,40.0,0.392985,0.16045941,0.2224899530410766,39.0,-0.18885696,0.23400903,0.2791459560394287,28.0,-0.0008074641,0.1533663,0.1953749656677246,38.0,-0.30115986,0.18209274,0.1845000386238098,39.0,-0.3120120661768606,0.20716832426346388,0.6751115927028076,0.42354882401592603,1.263888888888889,0.5393703383913843,0.5015570652410086,,
12,NGC5053,5,248.0,26.5938,101.4658,0.03,0.037,-0.34193966024971967,0.9740931274061115,0.7837837837837839,0.0,0.05478451424397379,101,9.0,900.0,0.00503626,0.0218657,-0.5810544010889157,0.5859467560330793,0.234499551665419,0.0252181,5.007307009566623,3,103.0,58.77,307.27,1.47,2.19,-0.3242662766158728,,0.5114155251141553,2,1.295,,0,,,0,,,0,,,1,2.19,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,1,1,1,1,1,1,1,1,101,5,3,17,1,1,catalogues/NGC_5053.txt,OK,3245,2765,2750,2719,2694,0.0393005719687438,0.088072585106279,-0.3127,-1.2436,1.125998656951565,1.2069864868927815,0.0445,20.182450000000003,0.6378,0.7436363636363637,NGC 5053,199.112875,17.70025,829s,415s,,164s,30s | 340s,30s | 340s,meth01 |  meth02 |  meth03,"CMD: (png)   | RGB: (png, tif)",1,NGC5053,199.11288,17.70025,0.317,-2.206,0.111,42.82,2.0,-0.3291,-1.2133,0.24,17536.6,233.6,42.82,0.25,18.01,0.2,73900.0,16100.0,17.0,4.868644438394826,GC_parameters_VAC-v1_1.fits,NGC5053,17.0,17.0,43.53882,1.5876096,-2.2186,0.11481832,0.108299970626831,17.0,-2.1892,0.13825555,0.1970000267028808,17.0,0.251115,0.10029442,0.1244399696588516,17.0,0.052428007,0.37268296,0.5578498840332031,17.0,0.38339996,0.41989994,0.4354900121688843,17.0,0.39371306,0.26399884,0.3819693922996521,16.0,0.60315204,0.37952402,0.4485498666763305,8.0,0.26584315,0.13187174,0.1185308694839477,17.0,0.19688106,0.42781693,0.8360999822616577,15.0,0.3147006,0.071516715,0.0895100831985473,17.0,0.46644497,0.35323137,0.5550550222396851,15.0,0.2220732,0.38234046,0.3763324618339538,15.0,-0.027507544,0.19155976,0.2012499570846557,11.0,-0.19355989,0.277365,0.1894999742507934,11.0,-0.41575344598483605,0.05478451424397379,5.007307009566623,0.7800199417195954,1.489795918367347,0.509899620187786,0.6244330929930592,,
13,NGC5272,17,3448.0,6.8217,89.7092,0.151,0.172,-0.09504106251195336,0.12291290295203543,0.8601823708206687,0.056968157973871336,0.09518143961927439,101,18.0,1800.0,0.0433444,0.174075,-0.7043089192272,0.9581525406805725,0.1745207018716888,0.0450184,1.038620906045533,35,4958.0,6.82,1119.1,6.66,8.3,-0.26282423502726104,0.2839513885485599,0.4697554697554698,11,4.92,-0.3012712914665679,7,4.44,-0.2899470849467828,17,7.28,-0.09507801389307256,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,1,1,1,1,1,1,1,1,101,17,35,299,1,1,catalogues/NGC_5272_M_3.txt,OK,28762,25745,25395,25064,24778,0.0745386476936629,0.1835807669493392,-0.149,-2.6792,1.285650524520347,0.8805788341133868,0.1086,19.678,0.7047,0.5276235479425083,NGC 5272,205.548417,28.377278,415s,350s,,42s,12s | 130s,12s | 150s,meth01 |  meth02 |  meth03,"CMD: (png)   | RGB: (png, tif)",1,NGC5272,205.54842,28.37728,0.714,-1.429,0.105,-147.2,7.8,-0.1521,-2.6695,0.51,10174.9,81.6,-147.2,0.27,12.09,0.06,402000.0,17000.0,299.0,5.60422605308447,GC_parameters_VAC-v1_1.fits,NGC5272,299.0,299.0,-146.30228,3.690045,-1.407,0.105122045,0.1195001602172851,295.0,-1.4267,0.11789891,0.1521000862121582,295.0,0.187145,0.08168976,0.0897749811410904,295.0,-0.35962987,0.25766218,0.3419199585914612,295.0,0.28569007,0.41302967,0.6214860677719116,295.0,0.25934303,0.18871044,0.2119049429893493,295.0,0.15975207,0.49628004,0.661982536315918,222.0,0.14453304,0.087775536,0.1002839207649231,295.0,-0.21061909,0.33183348,0.5727500319480896,295.0,0.17493057,0.10315445,0.0775799751281738,295.0,0.17627507,0.17167589,0.1134624481201171,288.0,-0.061906695,0.33796623,0.3890600204467773,209.0,-0.103907466,0.11557932,0.1236499547958374,291.0,-0.27200997,0.3520606,0.503925085067749,276.0,-0.3540580722554714,0.09518143961927439,1.038620906045533,0.4550056107270559,1.2462462462462462,0.5014861808159424,0.5472313549261305,,
14,NGC5466,5,398.0,24.8686,99.0486,0.032,0.033,-0.06956411037081366,0.24852129492189118,0.9090909090909091,0.0,0.11753902662993587,101,9.0,900.0,0.00788697,0.0258477,-0.6687624598616784,1.068030565935161,0.17499832607967863,0.0178162,2.258941012835094,6,720.0,53.63,413.26,1.395,1.95,-0.26105289445367474,0.6430006290243476,0.6568364611260055,2,1.24,,2,1.58,,0,,,0,,,2,1.595,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,1,1,1,1,1,1,1,1,101,5,6,17,1,1,catalogues/NGC_5466.txt,OK,5567,4968,4918,4833,4761,0.0384006509089977,0.1041853113717759,-5.3705,-0.8349,1.2721115378572652,1.0451004739709786,0.06495,20.1404,0.6429,0.6541276941846279,NGC 5466,211.363708,28.534444,930s,350s,,135s,30s | 340s,30s | 350s,meth01 |  meth02 |  meth03,"CMD: (png)   | RGB: (png, tif)",1,NGC5466,211.36371,28.53444,0.284,-1.813,0.088,106.82,1.9,-5.3426,-0.8225,0.24,16119.8,163.1,106.82,0.2,16.47,0.13,59900.0,9930.0,17.0,4.777426822389312,GC_parameters_VAC-v1_1.fits,NGC5466,17.0,17.0,107.099594,1.3147142,-1.805,0.09031952,0.1340999603271484,17.0,-1.8224,0.1257546,0.1959999799728393,17.0,0.164025,0.11006604,0.1507289931178093,17.0,-0.7013899,0.3272187,0.2377001047134399,17.0,0.44019985,0.3872632,0.2748500108718872,17.0,0.17103803,0.074445106,0.1364639103412628,16.0,0.3495021,0.7732593,1.2495800256729126,7.0,0.11353302,0.10915094,0.1810711622238159,17.0,-0.44651902,0.3125703,0.481299877166748,17.0,0.1112206,0.08445281,0.1050831079483032,17.0,0.09007299,0.20862362,0.1240706443786621,16.0,-0.27864677,0.14491291,0.1294950246810913,14.0,-0.14260745,0.21747203,0.1679000854492187,17.0,-0.52375996,0.109331235,0.1611999869346618,11.0,-0.33312648822872226,0.11753902662993587,2.258941012835094,0.6531841632937999,1.3978494623655913,0.5803085654321977,0.5174403558983818,,
15,NGC5897,5,294.0,25.2152,79.0089,0.058,0.063,-0.11710824018079664,0.16219002448274897,0.873015873015873,-0.09594726562500022,0.33442330558858524,101,6.000012,600.0012,0.0299371,0.0559087,-0.38340211657911705,0.6350189864922932,0.32137868797445973,0.0095589,0.3192994645439939,12,1004.0,25.22,418.96,3.035,3.75,-0.24491747674065278,0.3913970567244565,0.5950413223140496,4,2.46,-0.45710329822560186,3,2.78,-0.021106367114100376,5,3.45,-0.11813111559199828,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,0,0,1,1,1,1,1,101,5,12,0,1,0,catalogues/NGC_5897.txt,OK,8224,7053,6893,6715,6524,0.0412952781804409,0.0853303695927747,-5.43,-3.4025,1.1454465862888052,1.020293390483359,0.0963,19.8633,0.8273,0.4796170027564195,NGC 5897,229.351667,-21.010111,926s,350s,,140s,25s | 340s,350s,meth01 |  meth02 |  meth03,"CMD: (png)   | RGB: (png, tif)",1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.24847594450018884,0.33442330558858524,0.3192994645439939,0.39620202256649956,1.2355848434925865,0.5964786277681274,,,No APOGEE VAC row in supplied files for this GC
16,NGC5904,19,4210.0,3.7621,104.368,0.203,0.206,-0.04143357798369851,0.15981029616302986,0.9180722891566265,0.03902060229561499,0.05910076350268656,101,15.000012,1500.0012,0.0900579,0.227152,-0.2942365734454665,0.05594556751266184,0.5030036043251903,0.0915363,1.0164161056387058,44,11455.0,3.76,882.34,6.865,7.3,-0.1475402287787074,0.2865421299553367,0.6950067476383266,20,6.74,-0.17624692341735465,5,5.24,-0.34415962554952645,19,7.2,-0.04164297735841821,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,1,1,1,1,1,1,1,1,101,19,44,259,1,1,catalogues/NGC_5904_M_5.txt,OK,28523,24813,24602,24415,24260,0.0841307018837244,0.182051701385398,4.07475,-9.86715,0.9116394032019464,0.9162004893344836,0.1503,19.312,0.7808,0.4846353954963011,NGC 5904,229.638417,2.081028,689s,306s,,58s,7s | 140s,7s | 140s,meth01 |  meth02 |  meth03,"CMD: (png)   | RGB: (png, tif)",1,NGC5904,229.63841,2.08103,0.607,-1.205,0.104,53.5,7.8,4.0854,-9.8689,0.27,7479.0,60.2,53.5,0.25,6.27,0.02,358000.0,5840.0,259.0,5.553883026643875,GC_parameters_VAC-v1_1.fits,NGC5904,259.0,259.0,54.55637,5.3786917,-1.20355,0.10474954,0.1102498769760131,250.0,-1.2127,0.10085428,0.1189000606536865,250.0,0.198205,0.06285335,0.0758674889802932,250.0,-0.28176498,0.2077269,0.3111414909362793,244.0,0.72909,0.4270898,0.5902799963951111,250.0,0.2724731,0.23487012,0.2797049880027771,245.0,-0.06529796,0.51936,0.5677999258041382,215.0,0.16777301,0.08433697,0.0891050100326538,249.0,0.078880906,0.3688574,0.5277500152587891,249.0,0.19054064,0.066814154,0.0611774027347564,250.0,0.25210503,0.14365804,0.0930425524711608,248.0,0.071308255,0.16094463,0.1531591117382049,242.0,-0.06410754,0.2091278,0.1092249751091003,248.0,-0.09996003,0.3238409,0.2862000167369842,244.0,-0.16107012673595747,0.05910076350268656,1.0164161056387058,0.1674326645436761,1.0633648943918426,0.7053608803733811,0.5801264253917352,,
17,NGC5927,17,3660.0,6.8315,106.5675,0.15,0.163,-0.04801534402042837,0.05200616043406605,0.903225806451613,0.04210049796287885,0.12028537455410215,101,6.000012,600.0012,0.111454,0.167249,-0.1949480157359833,0.2560396497668637,0.5938803870954747,0.0227117,0.20377644588798968,31,4884.0,6.83,589.38,5.61,6.39,-0.13021429502736254,0.296461673771407,0.6747967479674797,9,5.34,-0.23778290108621855,5,4.73,-0.3529482528497808,17,5.88,-0.048041598113910386,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,0,0,1,1,1,1,1,101,17,31,0,1,0,catalogues/NGC_5927.txt,OK,37264,16377,9093,4430,2616,0.0566325877918358,0.1078561727478687,-5.051,-3.2058,0.850811264818925,0.7348043788728434,0.1111,19.5694,1.4948,0.395908940943583,NGC 5927,232.002875,-50.673028,668s,310s,,66s,30s | 350s,25s | 360s,meth01 |  meth02 |  meth03,"CMD: (png)   | RGB: (png, tif)",1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.1243925515945914,0.12028537455410215,0.20377644588798968,0.2015024946574456,1.13903743315508,0.7239676471715225,,,No APOGEE VAC row in supplied files for this GC
18,NGC5986,17,3517.0,7.1035,87.9152,0.139,0.158,-0.12269852491193974,0.2878341635425741,0.819078947368421,0.09235756026296571,0.14902950543837523,101,4.799988,479.9988,0.0792338,0.160734,-0.5006794905146693,0.9442069431014404,0.20745172916527907,0.0462909,0.5842317293882158,26,3977.0,7.1,296.04,6.85,7.89,-0.15711108187825765,0.32143172041896795,0.6442634080108621,6,5.105,-0.2260564038964231,3,5.89,-0.29119560449693616,17,6.95,-0.12178422983435391,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,0,0,1,1,1,1,1,101,17,26,0,1,0,catalogues/NGC_5986.txt,OK,11293,6860,5930,4856,3931,0.0398104254840626,0.0761906676524076,-4.1903500000000005,-4.56635,1.3838372088951574,0.920658068687001,0.0918,19.7178,1.1291,0.3849915682967959,NGC 5986,236.5125,-37.786417,745s,300s,,64s,20s | 350s,20s | 350s,meth01 |  meth02 |  meth03,"CMD: (png)   | RGB: (png, tif)",1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.2601630324349556,0.14902950543837523,0.5842317293882158,0.5178242756876608,1.1518248175182482,0.5569313615148541,,,No APOGEE VAC row in supplied files for this GC
19,NGC6093,13,1969.0,7.5567,73.9453,0.204,0.224,-0.23050705453899342,0.5485841644006452,0.6666666666666666,0.06777645659928644,0.13357857679680407,101,4.799988,479.9988,0.0829635,0.207434,-0.37664364658373656,0.3613408964420857,0.3753547455050457,0.0933583,1.1252936532330484,14,2503.0,6.52,245.61,7.98,10.73,-0.273667983040455,0.3470991267740754,0.5211665098777045,11,8.67,-0.2113157775616262,3,6.1,-0.7842423943836183,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,1,1,1,1,1,1,1,1,101,13,14,3,1,1,catalogues/NGC_6093_M_80.txt,OK,7749,5193,4734,4274,3849,0.0355299162033262,0.0711189269358556,-2.9282,-5.58955,1.362298058044031,1.0271229940986335,0.0894,19.5949,0.9684,0.4279678918462188,NGC 6093,244.260042,-22.976083,855s,657s,,85s,10s | 340s,10s | 340s,meth01 |  meth02 |  meth03,"CMD: (png)   | RGB: (png, tif)",1,NGC6093,244.26004,-22.97608,0.344,-1.606,0.004,10.93,11.0,-2.9344,-5.5782,0.41,10339.1,115.2,10.93,0.39,3.95,0.08,338000.0,9410.0,3.0,5.528916700277655,GC_parameters_VAC-v1_1.fits,NGC6093,3.0,3.0,17.442657,16.331593,-1.6057501,0.005161893,0.0036500692367553,2.0,-1.6375,0.4927047,0.4372000098228454,3.0,0.25473,0.0036133125,0.0025549829006195,2.0,-0.5815149,0.012239866,0.0086549520492553,2.0,0.38927,0.016574586,0.0117200016975402,2.0,0.36999303,0.093649365,0.0662201046943664,2.0,-0.48684794,0.47977197,0.3392499983310699,2.0,0.23862803,0.045700334,0.0323150157928466,2.0,-0.14516902,0.22012237,0.1556500196456909,2.0,0.31465566,0.014488569,0.0102449655532836,2.0,0.17847502,0.1022051,0.0722699165344238,2.0,0.044547677,0.20113723,0.1422255039215088,2.0,0.025392532,0.09560085,0.0676000118255615,2.0,-0.41715997,0.2825598,0.1997999250888824,2.0,-0.29360622805439496,0.13357857679680407,1.1252936532330484,0.41900806253893547,1.344611528822055,0.521062640683139,0.2254855657077484,,
20,NGC6101,8,894.0,14.463,106.348,0.0505,0.051,-0.06321213787010475,0.1261551640286246,0.9150943396226415,0.03702385190459245,0.05949298770706157,101,6.000012,600.0012,0.034807,0.0690683,-0.2999644877613486,0.30285936829586874,0.4420130165168231,0.0163621,0.4700807308874652,11,1007.0,14.46,137.74,3.42,3.49,-0.08966429663186558,0.34933613818785336,0.8309455587392549,2,2.8,,1,2.9,,8,3.455,-0.06189364239426386,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,0,0,1,1,1,1,1,101,8,11,0,1,0,catalogues/NGC_6101.txt,OK,13365,8101,7836,7550,7272,0.0396570926780834,0.0996595443877828,1.7568,-0.26465,1.2148671706235392,1.3512463216755588,0.078,20.1234,0.80055,0.5156967840735069,NGC 6101,246.4505,-72.202194,940s,415s,,165s,35s | 370s,35s | 340s,meth01 |  meth02 |  meth03,"CMD: (png)   | RGB: (png, tif)",1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.150946974087773,0.05949298770706157,0.4700807308874652,0.25945022350411556,1.02046783625731,0.7293509716262397,,,No APOGEE VAC row in supplied files for this GC
21,NGC6121,6,606.0,13.4955,106.7347,0.559,0.582,-0.015555758338030686,0.14794392727844996,0.9762741652021091,0.058563759188076936,0.1154032287926608,101,18.0,1800.0,0.303164,0.525757,-0.2870651629665268,0.38547137900807377,0.45255084184566285,0.0274111,0.09041673813513479,36,13841.0,13.5,998.32,4.03,5.11,-0.20948743312568024,0.29416604030240884,0.6306584362139919,15,4.03,-0.18002684280506617,15,3.72,-0.27379568964900775,6,4.904999999999999,-0.016718158647011115,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,1,1,1,1,1,1,1,1,101,6,36,224,1,1,catalogues/NGC_6121_M_4.txt,OK,69417,26503,26352,26225,26109,0.0980686491796475,0.2519914333208524,-12.516,-19.01,0.9608585015886812,0.7454729514856908,0.5553,18.42445,1.4677,0.5570734669095325,NGC 6121,245.89675,-26.52575,808s,300s,,66s,1s | 25s,1s | 30s,meth01 |  meth02 |  meth03,"CMD: (png)   | RGB: (png, tif)",1,NGC6121,245.86974,-26.52575,1.658,-1.074,0.103,71.21,4.8,-12.514,-19.021,0.68,1851.0,15.5,71.21,0.15,6.45,0.01,88100.0,1140.0,224.0,4.944975908412048,GC_parameters_VAC-v1_1.fits,NGC6121,224.0,222.0,71.4986,3.350663,-1.0473,0.10144072,0.0590999126434326,221.0,-1.025,0.098142385,0.0659999847412109,221.0,0.32745498,0.04107644,0.0268999934196472,221.0,-0.050890923,0.11363329,0.1196928024291992,221.0,0.84194005,0.4542186,0.6212599277496338,221.0,0.387833,0.104684144,0.1229900121688842,221.0,0.07025206,0.5002763,0.5791599750518799,215.0,0.345573,0.053373773,0.0424599051475524,221.0,0.45623094,0.12590651,0.1369999647140503,221.0,0.37294054,0.05893374,0.042009949684143,221.0,0.28703496,0.120865695,0.0581524223089218,220.0,0.11846265,0.149757,0.1009375005960464,218.0,0.061792433,0.06678552,0.0443999171257019,221.0,0.19288993,0.27524772,0.2770500183105469,221.0,-0.17070278481007925,0.1154032287926608,0.09041673813513479,0.2758604488629775,1.2679900744416874,0.6864944810872546,0.4850834620606169,,
22,NGC6144,5,588.0,14.3554,78.4436,0.098,0.098,-0.04379241130051868,0.17511707072627794,0.9489795918367346,0.03921184197627692,0.2815419501133787,101,3.6,360.0,0.051568,0.100278,-0.3710486030072464,0.5853725038566964,0.3491234707757983,0.035752,0.6932981694073844,7,694.0,14.36,138.93,3.59,3.79,-0.11327902919622897,0.5634579076239897,0.7207207207207207,1,2.56,,1,3.04,,5,3.79,-0.0449432131610331,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,1,1,1,1,1,1,1,1,101,5,7,1,1,1,catalogues/NGC_6144.txt,OK,5618,4134,3852,3532,3168,0.0280044638934551,0.0598253605837777,-1.7279,-2.6018,1.3300797072718562,1.0371807117064726,0.1134,19.81255,1.2725,0.4296469366562824,NGC 6144,246.80775,-26.0235,748s,304s,,61s,25s | 340s,25s | 350s,meth01 |  meth02 |  meth03,"CMD: (png)   | RGB: (png, tif)",1,NGC6144,246.80777,-26.0235,0.198,-1.802,0.0,194.79,3.7,-1.7439,-2.6069,0.39,8151.0,126.0,194.79,0.58,2.5,0.02,79200.0,13700.0,1.0,4.898725181589493,GC_parameters_VAC-v1_1.fits,NGC6144,1.0,1.0,187.61105,,-1.8209,,0.0,1.0,-1.8387,,0.0,1.0,0.468665,,0.0,1.0,-1.0253,,0.0,1.0,1.9820999,,0.0,1.0,0.7027328,,0.0,1.0,,,,0.0,0.5347229,,0.0,1.0,-0.28511906,,0.0,1.0,0.4355005,,0.0,1.0,0.60172486,,0.0,1.0,0.669543,,0.0,1.0,,,,0.0,0.97643995,,0.0,1.0,-0.17604001450133136,0.2815419501133787,0.6932981694073844,0.4413158274023214,1.0557103064066853,0.6729412611110845,,,
23,NGC6171,6,1039.0,7.0431,81.74,0.1325,0.131,-0.03475697237444936,0.16350516069929036,0.9636363636363636,0.004394921126674833,0.11217923875432528,101,6.000012,600.0012,0.090763,0.147972,-0.3161507381429894,0.5647954119200053,0.39258259292066205,0.0157292,0.17329969260601785,17,2275.0,7.04,544.67,3.5,3.5,-0.12029774246909043,0.2293111234282275,0.7086720867208672,7,3.53,-0.17435012083639417,4,2.895,-0.20694312757962688,6,3.54,-0.035290784051301115,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,1,1,1,1,1,1,1,1,101,6,17,65,1,1,catalogues/NGC_6171_M107.txt,OK,10684,8702,8503,8259,7999,0.0384468464246419,0.0876202820117613,-1.94,-5.9765,1.1434687683372973,0.8686439386751421,0.1795,19.4868,1.30825,0.4938257085734446,NGC 6171,248.13275,-13.053778,926s,350s,,140s,12s | 130s,12s | 150s,meth01 |  meth02 |  meth03,"CMD: (png)   | RGB: (png, tif)",1,NGC6171,248.13275,-13.05378,0.368,-1.017,0.105,-34.71,4.1,-1.9388,-5.9796,0.23,5631.0,76.3,-34.71,0.18,3.74,0.04,74900.0,3940.0,65.0,4.874481817699467,GC_parameters_VAC-v1_1.fits,NGC6171,65.0,63.0,-34.454197,2.7261019,-0.99287,0.10382358,0.138925015926361,63.0,-0.98645,0.10108878,0.1324949860572815,63.0,0.31857502,0.03689266,0.0437600314617157,63.0,-0.01807934,0.11906309,0.1438370645046234,63.0,0.8166799,0.4360812,0.6897249817848206,63.0,0.41721302,0.17035416,0.2175249755382537,63.0,0.0037119687,0.6205214,0.9534549713134766,50.0,0.32694298,0.06609697,0.0658300220966339,63.0,0.29617107,0.13371292,0.2036849558353424,63.0,0.3303805,0.046213653,0.0505550503730773,63.0,0.262895,0.068446346,0.079954981803894,63.0,0.18606317,0.1846586,0.1645269989967346,61.0,0.058412492,0.09802411,0.0581549704074859,63.0,0.14481997,0.289827,0.2726100087165832,61.0,-0.15706848432884304,0.11217923875432528,0.17329969260601785,0.3192038986825077,1.0,0.6882970144259644,0.47243423158738584,,
