cluster_id,APOGEE_ID,GC_NAME,dPOS,dRV,dPM,dFeH,RV_Prob,VB_PROB,iFlag,RA,DEC,GLON,GLAT,J,H,K,SNR,VHELIO_AVG,VSCATTER,VERR,GAIAEDR3_SOURCE_ID,GAIAEDR3_PARALLAX,GAIAEDR3_PARALLAX_ERROR,GAIAEDR3_PMRA,GAIAEDR3_PMRA_ERROR,GAIAEDR3_PMDEC,GAIAEDR3_PMDEC_ERROR,GAIAEDR3_PHOT_G_MEAN_MAG,TEFF,TEFF_ERR,LOGG,LOGG_ERR,M_H,M_H_ERR,ALPHA_M,ALPHA_M_ERR,C_FE,C_FE_ERR,CI_FE,CI_FE_ERR,N_FE,N_FE_ERR,O_FE,O_FE_ERR,NA_FE,NA_FE_ERR,MG_FE,MG_FE_ERR,AL_FE,AL_FE_ERR,SI_FE,SI_FE_ERR,CA_FE,CA_FE_ERR,TI_FE,TI_FE_ERR,FE_H,FE_H_ERR,NI_FE,NI_FE_ERR,CE_FE,CE_FE_ERR,MEMBERFLAG,MEMBER,is_highprob_member,source_file
NGC0288,2M00524957-2642106,NGC0288,0.2007826812529796,0.1297353953123092,0.1736277043819427,0.7223936319351196,0.976389229297638,0.99999,0,13.206557,-26.702971,159.05065115461878,-89.47404776767466,11.788,11.176,11.05,200.93242,-44.04782,0.033400703,0.037724696,2342901778047787264,0.07798334,0.0199434,4.154083,0.0190872,-5.7673817,0.0181665,13.5455,4466.2495,8.746019,1.4147103,0.037024543,-1.2392,0.010154392,0.29070503,0.011667581,-0.29333007,0.025436074,-0.04548502,0.04107269,0.20956993,0.02724515,0.36754298,0.022152683,0.11700201,0.14039172,0.304263,0.020042818,0.156281,0.023840657,0.34573054,0.02059349,0.26074493,0.027122451,0.016223073,0.02904203,-1.2418,0.0107841855,0.015392542,0.022153514,-0.017160058,0.054044627,1099511627776,N288,1,GC_members_VAC-v1_1.fits
NGC0288,2M00524981-2636559,NGC0288,0.0613031415121607,0.1559879034757614,0.2471713572740554,-0.2322442829608917,0.9758100509643556,1.0,0,13.207542,-26.615547,154.2052677518247,-89.40062675906618,12.293,11.675,11.587,150.04991,-43.96644,0.050811708,0.04877266,2342904526826917504,0.10299806,0.0204855,4.2135687,0.0178049,-5.779724,0.0198295,13.9179,4601.9004,12.058323,1.6075532,0.044454508,-1.2939,0.012447634,0.296745,0.015042926,-0.21248007,0.036260866,0.015809894,0.055659123,0.31851995,0.03686309,0.42851293,0.032882463,-0.034597993,0.2001734,0.28748298,0.02512388,0.1556809,0.03125593,0.3273505,0.02661156,0.27173495,0.036500942,-0.010804892,0.039637838,-1.2993,0.013085441,0.031992435,0.030126471,-0.056460023,0.08052027,1099511627776,N288,1,GC_members_VAC-v1_1.fits
NGC0288,2M00524987-2636338,NGC0288,0.0527191578251407,-0.3496527075767517,0.2307279855012893,-0.9544218182563782,0.9754660725593568,1.0,0,13.207831,-26.609404,153.9254653813955,-89.3952268513304,12.331,11.845,11.734,121.75388,-45.533924,0.17456353,0.06750069,2342904561186653568,0.08856792,0.0203776,4.139891,0.0182106,-5.7852983,0.0203118,13.8608,4817.8735,16.446917,1.5815933,0.050977457,-1.3518,0.014038876,0.297885,0.018465761,-0.28338993,0.051407177,-0.1548599,0.07150437,0.41495,0.049542885,0.501003,0.051192254,-0.467898,0.27809128,0.2655431,0.029672096,-0.027619004,0.036935274,0.29615068,0.032180466,0.1753751,0.045785703,-0.038925767,0.052085463,-1.3507,0.014441195,-0.05190742,0.03756347,-0.11686003,0.11985989,1099511627776,N288,1,GC_members_VAC-v1_1.fits
NGC0288,2M00525013-2634147,NGC0288,0.0359453292098844,-1.3521428108215332,0.501371443271637,-0.213648036122322,0.6413375735282898,0.99999,0,13.208888,-26.57077,152.22154712626906,-89.36128724889994,11.839,11.201,11.095,173.9374,-48.641644,0.1211491,0.042312805,2342907722282623744,0.10405847,0.0175824,4.3279643,0.016537,-5.6276865,0.021568,13.5365,4485.264,9.8925,1.3752124,0.04061865,-1.2934,0.011319419,0.316585,0.013251612,-0.25269997,0.02975119,-0.025717974,0.047372203,0.33698,0.031093825,0.39852297,0.025727078,0.05240214,0.16550636,0.31483305,0.02249575,0.14348102,0.027153086,0.37845063,0.023301832,0.26951504,0.03145851,0.027313232,0.03328628,-1.2992,0.011966098,0.06159258,0.025833366,-0.04745996,0.062303927,1099511627776,N288,1,GC_members_VAC-v1_1.fits
NGC0288,2M00525215-2629455,NGC0288,0.1494286401109713,0.1031777188181877,0.2135002017021179,-1.0055642127990725,0.976897120475769,1.0,0,13.217295,-26.495981,149.80734666008337,-89.29166755490338,12.942,12.514,12.492,123.24013,-44.13015,0.2543808,0.098035105,2342908615635797376,0.09903382,0.0209831,4.2349157,0.0213765,-5.7357965,0.0218256,14.331,5032.2207,19.4885,1.8455899,0.051968373,-1.3519,0.013659153,0.30897498,0.019374581,-0.18297994,0.06122291,-0.2019099,0.077055864,0.5021601,0.05756916,0.575873,0.0690218,0.36950207,0.31927034,0.25612307,0.030268604,-0.004918933,0.03650212,0.33442068,0.033212673,0.21951509,0.047566473,-0.4378568,0.058152508,-1.353,0.013765463,-0.08980739,0.038392518,-0.32045996,0.1521927,1099511627776,N288,1,GC_members_VAC-v1_1.fits
NGC0288,2M00525250-2636041,NGC0288,0.0542682093961552,-0.8250144720077515,0.408891499042511,0.6294106245040894,0.9382783770561218,1.0,0,13.218783,-26.601158,154.31387762209607,-89.3831131284207,11.368,10.675,10.553,250.24643,-47.007545,0.043439817,0.032294914,2342904659969201024,0.09561128,0.0161893,4.045085,0.0161562,-5.7935753,0.0160275,13.1424,4494.439,8.902155,1.2735078,0.037016466,-1.2349,0.010098529,0.216205,0.011689311,-0.36571002,0.025779769,-0.34521997,0.041273948,0.95515,0.027580356,0.268593,0.022718718,0.33283204,0.14194393,0.21749306,0.020022644,0.36544096,0.02376809,0.24915063,0.02060485,0.25313503,0.027127793,0.085908175,0.029301686,-1.2508,0.010704942,0.035292506,0.022130266,0.08943999,0.05547192,1099511627776,N288,1,GC_members_VAC-v1_1.fits
NGC0288,2M00525279-2634388,NGC0288,0.047321382031529,-0.1630598604679107,0.2267151921987533,0.001766144298017,0.9783147573471068,1.0,0,13.21998,-26.577454,153.29235001853917,-89.36218552016096,11.51,10.798,10.674,228.46074,-44.955486,0.10613631,0.03384086,2342904763048460416,0.098814815,0.0170034,4.238924,0.0151433,-5.7385716,0.019864,13.2446,4402.456,8.493524,1.2798848,0.037774205,-1.2919,0.010463761,0.28908503,0.011977424,-0.25100994,0.025572585,-0.08956504,0.04170801,0.30698,0.027279653,0.35408306,0.021472797,0.15290213,0.14267802,0.290053,0.02057846,0.11828101,0.024212645,0.32253063,0.02095716,0.25883496,0.027934343,-0.02903378,0.02905616,-1.2891,0.011102451,0.015592575,0.022819595,-0.060359955,0.051193744,1099511627776,N288,1,GC_members_VAC-v1_1.fits
NGC0288,2M00525287-2635201,NGC0288,0.048166554523968,-1.9575648307800293,0.1690070033073425,0.3380596041679382,0.0365930497646331,1.0,0,13.220298,-26.588942,153.84192659289582,-89.37194264356519,10.905,10.197,10.075,290.3897,-50.51845,0.14285922,0.028770117,2342904732985400704,0.18942407,0.0183414,4.126888,0.0176491,-5.754015,0.0192363,12.8034,4355.036,8.160855,1.0555303,0.037094124,-1.2584,0.010387293,0.238405,0.011600601,-0.39977002,0.024200937,-0.34739995,0.04034913,0.90639997,0.026026784,0.298473,0.020180147,-0.08209801,0.13471907,0.266073,0.020150507,0.25359094,0.024139902,0.26193058,0.02057345,0.24260497,0.02714629,0.08053017,0.028085839,-1.2698,0.011109739,0.016592503,0.02227704,0.059839964,0.04877514,1099511627776,N288,1,GC_members_VAC-v1_1.fits
NGC0288,2M00525293-2637582,NGC0288,0.0956274864249271,0.1169413924217224,0.2744004130363464,0.4387926459312439,0.976643443107605,0.99997,0,13.22056,-26.632845,156.03847826465733,-89.40912052839546,13.167,12.613,12.54,81.923904,-44.087482,0.046992294,0.088290036,2342904320668492160,0.17135458,0.0279172,4.0749464,0.0240777,-5.6610923,0.0271181,14.6728,4785.9263,19.008621,2.1415932,0.05557736,-1.2545,0.016183192,0.313635,0.020310061,-0.19000006,0.05642981,0.065961,0.08208647,0.04761195,0.058382325,0.47750294,0.056782324,-0.069097996,0.30491006,0.413113,0.03312111,0.044381022,0.046183538,0.24132061,0.03741577,0.265265,0.05284266,0.08081508,0.060225327,-1.25,0.017008608,0.08679259,0.04457689,-0.29025996,0.14505021,0,,1,GC_members_VAC-v1_1.fits
NGC0288,2M00525296-2633427,NGC0288,0.0586415369911969,1.1442443132400513,0.3500123620033264,0.9114616513252258,0.6736690998077393,1.0,0,13.220678,-26.56188,152.65099534327854,-89.34837011013776,12.29,11.671,11.558,151.77592,-40.902843,0.13443893,0.045513023,2342908100239742592,0.0739335,0.0186271,4.090058,0.0194071,-5.808263,0.0203334,13.9089,4692.0957,12.413002,1.686929,0.042741373,-1.2136,0.011766232,0.248545,0.014285805,-0.060645938,0.035474494,-0.0031850338,0.053601675,0.95552,0.03635557,0.26672304,0.034237627,0.4772321,0.19226435,0.246593,0.023875345,0.34937108,0.030076966,0.3077706,0.025598168,0.30869496,0.03440067,0.118073225,0.039076008,-1.2287,0.012386506,-0.016207457,0.028361553,0.05084002,0.085741565,1099511627776,N288,1,GC_members_VAC-v1_1.fits
NGC0288,2M00525460-2637084,NGC0288,0.0833606083264622,-1.2930384874343872,0.0352738201618194,-0.5406415462493896,0.7062776684761047,1.0,0,13.227506,-26.619019,155.8202728643721,-89.39413642647148,12.275,11.78,11.648,134.56131,-48.45842,0.2406147,0.063109614,2342904355028294784,0.07476221,0.0201969,4.1710095,0.0177673,-5.694693,0.0199503,13.7758,4898.0347,16.263704,1.6103795,0.048183635,-1.3096,0.012873224,0.243055,0.017239334,-0.29887998,0.049434677,-0.24080002,0.0668252,0.7563,0.048081625,0.409593,0.052114062,-1.0130979,0.2627854,0.17421305,0.027600244,0.012580991,0.033652525,0.29239058,0.02992862,0.10957503,0.041911166,-0.063148856,0.04963032,-1.3196,0.013176662,0.009892583,0.034088388,-0.07296002,0.120639585,1099511627776,N288,1,GC_members_VAC-v1_1.fits
NGC0288,2M00525490-2633323,NGC0288,0.0712293963102018,-0.3427739441394806,0.3155749440193176,-3.3472166061401367,0.9756371974945068,1.0,0,13.228783,-26.558989,153.07614208295715,-89.3422612960039,12.773,12.279,12.215,83.1774,-45.5126,0.30905282,0.10834058,2342908100239743616,0.11936272,0.0218061,4.1590085,0.0194577,-5.819433,0.0204678,14.0941,5018.932,23.940365,1.5931919,0.06263932,-1.4876,0.017115261,0.28197497,0.024994617,-0.18160999,0.08261746,-0.22665,0.10167282,0.83707005,0.073559515,0.21595311,0.08900975,0.88007206,0.43715647,0.20210302,0.038269192,0.16398096,0.04716109,0.33404064,0.04242409,-0.577795,0.064332716,0.25039315,0.07502837,-1.5058,0.017106244,-0.010207415,0.05224003,-0.30745995,0.19012184,1099511627776,N288,1,GC_members_VAC-v1_1.fits
NGC0288,2M00525692-2634511,NGC0288,0.0720394229860306,0.1993388533592224,0.1795135885477066,-0.2756367325782776,0.9746721386909484,1.0,0,13.237183,-26.580885,154.63166879574965,-89.35723796642371,12.064,11.421,11.347,219.6347,-43.83205,0.09672403,0.04630502,2342904698625661824,0.04837502,0.0198161,4.2154264,0.0183573,-5.744897,0.0200168,13.7218,4533.514,9.292404,1.450537,0.03826315,-1.3024,0.010326426,0.292935,0.012345101,-0.27635002,0.027929826,-0.029739022,0.043475308,0.28625,0.02947571,0.405663,0.024556117,-0.083698034,0.1545986,0.293743,0.02083792,0.15528095,0.024017744,0.33739054,0.021290863,0.276865,0.028564982,-0.036560893,0.030724807,-1.3044,0.010823002,0.058792472,0.023151796,-0.011460066,0.057986535,1099511627776,N288,1,GC_members_VAC-v1_1.fits
NGC0288,2M00525845-2636062,NGC0288,0.0873065722844396,0.6367369890213013,0.5313008427619934,0.2001322358846664,0.9397568106651306,0.99992,0,13.243548,-26.601723,156.0682239208627,-89.37182635183832,10.892,10.186,10.011,319.66754,-42.476116,0.11752195,0.02793537,2342904488170510592,0.1472949,0.0172131,4.2524977,0.0153016,-5.876009,0.0170573,12.7691,4271.5293,7.754106,1.0705189,0.03720537,-1.2763,0.0105807,0.285035,0.0115790805,-0.34266996,0.023413422,-0.2126,0.03990519,0.2938,0.025233911,0.33637297,0.018961415,-0.20549798,0.13104601,0.310583,0.02027389,0.058880925,0.024384024,0.32853055,0.020594595,0.24886501,0.027232746,-0.005824685,0.027451424,-1.2784,0.011372048,0.015792489,0.02241971,-0.015060067,0.045176554,1099511627776,N288,1,GC_members_VAC-v1_1.fits
NGC0288,2M00525849-2630555,NGC0288,0.1378651452158476,-0.7691943645477295,0.2100107371807098,0.5689700245857239,0.9469450116157532,1.0,0,13.243712,-26.515427,152.2443248978035,-89.29777875798901,13.244,12.736,12.67,107.16804,-46.834503,0.12325335,0.097528756,2342908340757896704,0.06454022,0.0248808,4.143239,0.0249223,-5.7784624,0.0253649,14.7398,4878.656,18.12651,1.9572942,0.051227834,-1.2319,0.014251235,0.274705,0.018430037,-0.18423998,0.05283331,-0.06674206,0.073807105,0.86357,0.05102437,0.429433,0.05634592,0.034701943,0.28036594,0.27089298,0.029830024,0.37781096,0.03961615,0.31466055,0.03337655,0.28269494,0.046412867,0.16542315,0.055192262,-1.2469,0.014824636,-0.01580751,0.038537912,-0.023259997,0.13939655,1099511627776,N288,1,GC_members_VAC-v1_1.fits
NGC0288,2M00530082-2636440,NGC0288,0.1077603331060724,0.8927696347236633,0.2635433375835418,-0.5840339660644531,0.8650421500205994,0.99999,0,13.253422,-26.61224,157.2733088802087,-89.37570937175668,11.965,11.34,11.229,164.32573,-41.682415,0.07760105,0.04439925,2342904423747772416,0.123003244,0.0188675,4.2542715,0.0167917,-5.735872,0.0185348,13.6282,4494.9395,10.560602,1.4127672,0.04270521,-1.3249,0.012000411,0.291215,0.014198964,-0.26549006,0.032393165,-0.11204994,0.051158775,0.24809003,0.033396002,0.38056302,0.027881663,-0.037597895,0.18096234,0.31838298,0.023944942,0.10068107,0.029095497,0.33324063,0.024900349,0.109905005,0.03408872,-0.016408801,0.035812728,-1.325,0.012651073,0.01209259,0.028061878,-0.057060003,0.0671476,1099511627776,N288,1,GC_members_VAC-v1_1.fits
NGC0288,2M00531059-2632247,NGC0288,0.1712533814698469,0.0689623430371284,0.0536768622696399,0.9068135023117064,0.977442741394043,0.99999,0,13.294156,-26.540215,156.43633463031625,-89.29557866357295,11.86,11.211,11.11,166.3449,-44.236217,0.13215047,0.0447583,2344406459708471040,0.1295191,0.0187361,4.1808395,0.0174631,-5.714819,0.0183702,13.5663,4601.3506,10.772469,1.389616,0.040319353,-1.2226,0.011085988,0.25602502,0.013155349,-0.34592998,0.030942362,-0.3691299,0.048102405,0.90877,0.032307778,0.30169308,0.028580854,-0.30229795,0.16913745,0.24739301,0.022236047,0.281451,0.027391938,0.30293065,0.023432393,0.24733508,0.031226283,0.11806321,0.034625534,-1.2337,0.011714666,0.014492631,0.02565949,0.043940067,0.071143664,1099511627776,N288,1,GC_members_VAC-v1_1.fits
NGC0288,2M00531301-2637047,NGC0288,0.1807894567142664,-0.1023938581347465,0.2306344658136367,0.9114616513252258,0.9785383343696594,0.99999,0,13.304216,-26.617979,160.89286843635963,-89.35367585502135,12.888,12.305,12.226,133.10112,-44.76742,0.09012266,0.07946002,2342904011430916480,0.06696695,0.0252495,4.12705,0.0221283,-5.780217,0.0244292,14.4216,4854.6636,15.477237,1.9276257,0.04602661,-1.2001,0.012507577,0.25854498,0.01596211,-0.23415995,0.043972075,-0.24789989,0.062294867,0.95853007,0.043746956,0.28876305,0.046618022,0.0005019903,0.23310919,0.25725305,0.02609519,0.445081,0.033471145,0.2721107,0.02868794,0.32995504,0.038983747,0.08920324,0.04664911,-1.2156,0.013028814,0.004092574,0.03210635,0.116240025,0.11526549,1099511627776,N288,1,GC_members_VAC-v1_1.fits
NGC0288,2M00531493-2633524,NGC0288,0.1853573027221673,-0.1027630269527435,0.2883568108081817,-0.1733537167310714,0.978537917137146,0.99989,0,13.312218,-26.564575,158.6577995832794,-89.30654536909572,13.363,12.82,12.768,91.792885,-44.768566,0.24526994,0.11168676,2344406184830568960,0.14959434,0.0292408,4.2182646,0.0269651,-5.7944107,0.0280914,14.8298,4799.78,18.467419,2.0980597,0.054742057,-1.2931,0.015686266,0.313945,0.020045312,-0.12555003,0.05602113,0.11728001,0.080095805,0.17615998,0.05340906,0.512203,0.056186337,-0.076298,0.30292103,0.300093,0.032475486,0.037680984,0.04374127,0.3006506,0.036257435,0.391685,0.051508754,0.08257413,0.058597185,-1.2881,0.016360631,0.004292488,0.043080583,0.010139942,0.13926671,1099511627776,N288,1,GC_members_VAC-v1_1.fits
NGC0362,2M01020500-7052159,NGC0362,0.162493772620855,0.2442062646150589,0.3670870065689087,0.3277024626731872,0.9937600493431092,1.0,0,15.520845,-70.871101,301.67156959865304,-46.23105690939007,13.707,13.117,13.063,85.47668,225.22017,0.29085386,0.19572836,4690862920200569216,0.09844687,0.0199785,6.6589985,0.0233052,-2.4614174,0.0229387,15.1358,4940.0454,20.330572,2.2010307,0.051927328,-1.1011,0.014663952,0.12663099,0.01857591,-0.40452993,0.054937277,-0.59371996,0.07731686,0.82027006,0.053098857,0.13702905,0.0630264,-1.0650979,0.2857497,0.044289112,0.030320514,0.21169102,0.04344935,0.13754064,0.035163872,0.30676508,0.047736876,-0.07188475,0.05945901,-1.0928,0.015455516,-0.18960738,0.04022129,-0.18506002,0.16598468,2199023255552,N362,1,GC_members_VAC-v1_1.fits
NGC0362,2M01021469-7052474,NGC0362,0.1455674911987714,0.4501768350601196,0.3398330509662628,0.4865408539772033,0.9940614104270936,1.0,0,15.561235,-70.879852,301.6532380356646,-46.22152534776588,12.544,11.91,11.836,106.756226,226.99152,0.09045693,0.070129596,4690886319181884544,0.06822063,0.0138545,6.7675805,0.0157916,-2.5204167,0.0157253,14.131,4794.422,16.12934,1.7484951,0.04705917,-1.0826,0.013381522,0.101177,0.016079511,-0.47838998,0.04288008,-0.6879101,0.06442753,0.82800996,0.043014273,0.062242985,0.045404676,,,0.11357498,0.026902221,0.27431095,0.037969276,0.06690264,0.030465791,0.25984496,0.040518876,0.046491146,0.04853434,-1.0832,0.014275978,-0.1810075,0.03418282,-0.027760029,0.1229165,2199023255552,N362,1,GC_members_VAC-v1_1.fits
NGC0362,2M01021766-7103080,NGC0362,0.3636017144915735,-0.4221148490905761,0.2864214479923248,-0.0362998358905315,0.9829765558242798,-999.0,0,15.573588,-71.052238,301.6625295938412,-46.049212462485954,10.644,9.925,9.775,350.30057,219.4898,0.2533627,0.027951164,4690810830836829824,0.11073494,0.0114911,6.724025,0.0143785,-2.5910344,0.0119759,12.6157,4227.757,7.265625,1.0633717,0.03475807,-1.1327,0.010037228,0.167495,0.01038043,-0.44834995,0.020399438,-0.30060005,0.036136147,0.15123999,0.022481434,0.19636297,0.01693648,-0.028498054,0.111603655,0.14857304,0.018683983,-0.25711906,0.02377517,0.15453058,0.019284546,0.160775,0.024547013,-0.11768782,0.025236888,-1.1148,0.011015027,-0.035707474,0.020415198,-0.14455998,0.042662695,2199023255552,N362,1,GC_members_VAC-v1_1.fits
NGC0362,2M01022062-7049129,NGC0362,0.1315763557821252,-0.0544419363141059,0.8060165643692017,0.6950144171714783,0.9916493892669678,0.99999,0,15.585936,-70.820259,301.6362897941531,-46.28051377574669,13.711,13.192,13.066,83.673096,222.6518,0.57571995,0.18490352,4690887246894552448,0.08860899,0.0226509,6.5147653,0.029074,-2.5412042,0.0261906,15.1329,4974.6016,21.281212,2.2501721,0.051820114,-1.0765,0.014569228,0.091444,0.018540133,-0.25312006,0.055810843,-0.46539998,0.07780459,0.72832,0.05389729,-0.10774708,0.06580844,,,0.030388951,0.030220091,0.31269097,0.043624792,0.12367058,0.035282545,0.35615492,0.04766142,-0.023798823,0.060388837,-1.0706,0.015354498,-0.06620741,0.040163543,-0.40675998,0.17391068,2199023255552,N362,1,GC_members_VAC-v1_1.fits
NGC0362,2M01022251-7051570,NGC0362,0.1215757782811254,-0.0666897743940353,0.4466364681720733,0.7562333941459656,0.9915021657943726,1.0,0,15.593811,-70.865852,301.636602522881,-46.234848090208544,13.763,13.234,13.172,84.2523,222.54646,0.43973824,0.20417546,4690886319181822208,0.052073695,0.021554,6.7477336,0.0245865,-2.618272,0.0264866,15.1863,4909.0454,19.906221,2.3166401,0.051748715,-1.0905,0.01473984,0.179285,0.018407527,-0.20149994,0.053435825,-0.062394023,0.07648528,-0.09642398,0.057817496,0.41885304,0.06037468,-1.219198,0.27907148,0.16727304,0.03021642,-0.257519,0.043758065,0.09554064,0.03505611,0.17840505,0.04744263,-0.09687281,0.05860077,-1.0669,0.015604539,-0.1580075,0.040119823,-0.67086005,0.16135757,2199023255552,N362,1,GC_members_VAC-v1_1.fits
NGC0362,2M01022539-7045194,NGC0362,0.1920481940894568,0.2444457858800888,0.1935810893774032,0.0795188099145889,0.9937609434127808,1.0,0,15.605805,-70.755409,301.6210666484959,-46.34483880838541,11.63,10.922,10.793,177.09012,225.22223,0.2825494,0.037518986,4690890854666111488,0.086372495,0.0116931,6.6740212,0.0143004,-2.4969442,0.012689,13.3722,4465.333,9.1984625,1.3068388,0.036989454,-1.1116,0.0104038445,0.155555,0.011468347,-0.34773004,0.024938459,-0.2551601,0.041512415,0.55657,0.026916899,0.22195297,0.022431659,0.002902031,0.13562524,0.15072298,0.020055875,-0.01237905,0.025772218,0.15479058,0.02119066,0.15053499,0.027221303,-0.0010067225,0.029843142,-1.1078,0.01125287,-0.07880747,0.022604488,-0.02895999,0.058903046,2199023255552,N362,1,GC_members_VAC-v1_1.fits
NGC0362,2M01023043-7055070,NGC0362,0.1536751241848138,-0.4170138239860534,0.7234960198402405,1.0623263120651243,0.9831881523132324,0.99999,0,15.62683,-70.918617,301.6257196145477,-46.18151656245944,13.736,13.207,13.101,88.59449,219.53368,0.45181173,0.18660682,4690839040181952512,0.078335375,0.0219662,6.5361094,0.0273351,-2.503669,0.0258196,15.1771,5042.5845,23.3953,2.2451334,0.050740764,-1.0575,0.01398183,0.092598,0.018138155,-0.5112699,0.056408063,-0.46160996,0.076492414,1.0642,0.054485854,0.14835304,0.06963194,-1.343098,0.2873064,0.090761065,0.029385623,0.22530103,0.04187201,0.09554064,0.034393962,0.25293505,0.046170156,0.11610323,0.06022984,-1.0484,0.014658954,-0.11950743,0.038671102,-0.9990598,0.18119906,2199023255552,N362,1,GC_members_VAC-v1_1.fits
NGC0362,2M01023174-7049324,NGC0362,0.1045723288002755,0.2060592919588089,0.8301776051521301,0.680124819278717,0.9936164021492004,0.99999,0,15.632283,-70.825691,301.6147902171507,-46.27415173045691,12.99,12.421,12.336,99.481514,224.8921,0.30079505,0.120600924,4690887281254301952,0.10223914,0.0170108,6.76502,0.0221414,-2.3653016,0.0192631,14.5098,4858.3687,17.774797,1.997911,0.04883649,-1.0801,0.013845273,0.147725,0.016974572,-0.38027012,0.04725568,-0.7151301,0.06919445,0.8115799,0.04674929,0.1726529,0.051955685,,,0.16761291,0.028135285,0.19602096,0.04010287,0.16743046,0.032228,0.23985487,0.04311729,0.07906407,0.052671723,-1.0715,0.014709754,-0.10660756,0.03638213,-0.19636011,0.13976797,2199023255552,N362,1,GC_members_VAC-v1_1.fits
NGC0362,2M01023407-7051572,NGC0362,0.0961297771515404,-0.2779157757759094,1.0233917236328125,-0.8238705396652222,0.9877039194107056,1.0,0,15.641981,-70.865891,301.61382349637296,-46.23383151503174,12.902,12.423,12.275,120.91743,220.72992,0.29838598,0.11684934,4690886147383115392,0.08795712,0.0152879,6.8706446,0.0178141,-2.3928206,0.0186543,14.3063,5001.268,18.233212,1.756319,0.047643866,-1.1598,0.0127302185,0.133125,0.016868796,-0.75136006,0.050755113,-0.8466699,0.06804347,0.85416996,0.049582504,0.09485495,0.059314307,-0.9778979,0.26207334,0.01986599,0.027165005,0.087571025,0.035384838,0.16683054,0.030546352,0.25418496,0.041468542,-0.22546685,0.052483704,-1.1624,0.013165816,-0.13620746,0.03407784,,,2199023255552,N362,1,GC_members_VAC-v1_1.fits
NGC0362,2M01023473-7053228,NGC0362,0.1132064463195665,0.0991058275103569,0.3907544910907745,0.0001005918020382,0.9930403828620912,1.0,0,15.644714,-70.889687,301.6146807884993,-46.210026057577984,13.205,12.629,12.545,102.63943,223.9723,0.31896797,0.10516079,4690839143261118080,0.10206577,0.0178099,6.622694,0.0205839,-2.5851746,0.0214991,14.7008,4822.102,17.198536,2.1235654,0.049293444,-1.1341,0.013995504,0.181055,0.017225374,-0.19448996,0.04722627,-0.22753,0.06932974,-0.10546303,0.046586268,0.460043,0.050101347,0.480372,0.25057527,0.106753945,0.028482309,-0.21191907,0.039751217,0.1983906,0.032245055,0.18401504,0.04365624,0.010721207,0.05207317,-1.1126,0.014816636,-0.07700753,0.036723815,-0.40406,0.13214125,2199023255552,N362,1,GC_members_VAC-v1_1.fits
NGC0362,2M01023763-7050370,NGC0362,0.0841294646259533,0.1152003034949302,0.9896413683891296,-0.1289547532796859,0.9931448698043824,1.0,0,15.656824,-70.843628,301.6047819928046,-46.25574588913027,10.468,9.748,9.577,315.01663,224.11072,0.23779772,0.03337945,4690886525340099328,0.12203055,0.0102723,6.911545,0.0120822,-2.5074801,0.0117451,12.4499,4411.8496,8.17603,1.0486679,0.03486661,-1.1146,0.009721547,0.070432,0.010581835,-0.78433,0.022251576,-0.82739997,0.03750528,0.99917,0.024371985,0.09646797,0.019615263,0.288642,0.12106089,-0.051156998,0.01864654,0.27994096,0.023353035,0.078374624,0.019418871,0.14965504,0.024725407,0.07353222,0.026805185,-1.1284,0.010527345,-0.057907462,0.020404415,-0.03436005,0.050636336,2199023255552,N362,1,GC_members_VAC-v1_1.fits
NGC0362,2M01024024-7047474,NGC0362,0.1169932700955528,-0.1305424869060516,0.2941085994243622,0.0695917755365371,0.9906257390975952,1.0,0,15.667692,-70.796516,301.5953340963779,-46.30253960423261,11.56,10.903,10.78,195.15077,221.99733,0.11446231,0.040774412,4690887590491024768,0.08021572,0.0117712,6.648636,0.0150418,-2.5825422,0.0125541,13.3209,4553.772,8.96839,1.3750017,0.035045315,-1.1066,0.009508033,0.142415,0.010785126,-0.45736003,0.02402861,-0.5175501,0.038756065,0.7529199,0.02613198,0.19547296,0.022410734,0.15815204,0.1296304,0.077840924,0.018688645,0.16952097,0.023060134,0.16933054,0.019587632,0.21421492,0.024976667,0.049999118,0.028211983,-1.1084,0.010183645,-0.061707497,0.020473255,-0.019459963,0.05782541,2199023255552,N362,1,GC_members_VAC-v1_1.fits
NGC0362,2M01024103-7056101,NGC0362,0.1645139030151072,0.6752138137817383,0.2489647269248962,0.7396889925003052,0.9935187697410583,1.0,0,15.670981,-70.93615,301.60651038061934,-46.16311556017592,13.479,12.942,12.812,103.90812,228.92683,0.45874047,0.16564663,4690838799663798272,0.107997105,0.0190461,6.748866,0.0241499,-2.5345135,0.022745,14.9492,4955.661,18.817522,2.2263393,0.048684612,-1.0869,0.013441874,0.153545,0.01710153,-0.25796008,0.050219387,-0.1789701,0.0702095,0.60836995,0.049269132,0.459893,0.05833419,,,0.16470295,0.02795164,-0.048059106,0.038879972,0.17161053,0.03207139,0.2584349,0.043003216,-0.0076328516,0.054268967,-1.0679,0.014126657,-0.17770755,0.035940763,-0.11286008,0.15181458,2199023255552,N362,1,GC_members_VAC-v1_1.fits
