cluster_id,APOGEE_ID,GC_NAME,dPOS,dRV,dPM,dFeH,RV_Prob,VB_PROB,iFlag,RA,DEC,GLON,GLAT,J,H,K,SNR,VHELIO_AVG,VSCATTER,VERR,GAIAEDR3_SOURCE_ID,GAIAEDR3_PARALLAX,GAIAEDR3_PARALLAX_ERROR,GAIAEDR3_PMRA,GAIAEDR3_PMRA_ERROR,GAIAEDR3_PMDEC,GAIAEDR3_PMDEC_ERROR,GAIAEDR3_PHOT_G_MEAN_MAG,TEFF,TEFF_ERR,LOGG,LOGG_ERR,M_H,M_H_ERR,ALPHA_M,ALPHA_M_ERR,C_FE,C_FE_ERR,CI_FE,CI_FE_ERR,N_FE,N_FE_ERR,O_FE,O_FE_ERR,NA_FE,NA_FE_ERR,MG_FE,MG_FE_ERR,AL_FE,AL_FE_ERR,SI_FE,SI_FE_ERR,CA_FE,CA_FE_ERR,TI_FE,TI_FE_ERR,FE_H,FE_H_ERR,NI_FE,NI_FE_ERR,CE_FE,CE_FE_ERR,MEMBERFLAG,MEMBER,is_highprob_member,source_file
NGC5272,2M13423433+2825005,NGC5272,0.1291181168758494,0.93780517578125,0.3252665102481842,-0.0389427430927753,0.9999960660934448,1.0,0,205.643057,28.416824,42.39199884865356,78.62145900847861,12.866,12.336,12.214,170.31046,-139.88512,0.24245195,0.11410885,1454875714316484608,0.11450321,0.0205861,-0.2726416,0.023188,-2.554591,0.0143343,14.3833,4762.1367,12.967412,1.7664127,0.045703568,-1.4535,0.012062756,0.231265,0.016158886,-0.35349,0.042719007,-0.03589511,0.059001517,0.10635996,0.042142715,0.259313,0.04004999,0.29530203,0.23452517,0.21779287,0.025892366,-0.13761902,0.028811688,0.24041057,0.026713109,0.040267944,0.03812002,0.22688305,0.042064257,-1.433,0.012229713,-0.1659075,0.030530905,-0.107360005,0.087208964,128,M3,1,GC_members_VAC-v1_1.fits
NGC5272,2M13423433+2825005,NGC5272,0.1291181168758494,0.93780517578125,0.3252665102481842,-0.0389427430927753,0.9999960660934448,1.0,0,205.643057,28.416824,42.39199884865356,78.62145900847861,12.866,12.336,12.214,144.89757,-139.74924,0.13637236,0.10159649,1454875714316484608,0.11450321,0.0205861,-0.2726416,0.023188,-2.554591,0.0143343,14.3833,4772.6772,14.346339,1.8204243,0.048310686,-1.4209,0.013037738,0.203115,0.017299596,-0.2905599,0.046531636,-0.091728926,0.06469605,-0.10134494,0.045372862,0.35020304,0.04429852,,,0.22840297,0.027756572,-0.15001905,0.032426875,0.16724062,0.029224424,0.033326983,0.04179064,0.37583315,0.046375714,-1.4032,0.013303637,-0.100607395,0.03384564,-0.14445996,0.09943258,128,M3,1,GC_members_VAC-v1_1.fits
NGC5272,2M13423482+2826148,NGC5272,0.1459471063163644,1.2654876708984375,0.1966232657432556,-0.4065724313259125,0.9999523758888244,1.0,0,205.64509,28.437469,42.49587016517002,78.61840194835233,13.203,12.697,12.609,88.83664,-137.3292,4.423453,0.17008968,1454875920474926464,0.08153248,0.0218801,-0.24463755,0.025163,-2.6298583,0.0158064,14.5604,4955.5083,23.177576,2.113414,0.06112058,-1.5082,0.016758671,0.206465,0.024115207,-0.00029695034,0.076446615,-0.51620996,0.1493347,-0.056288004,0.1204527,0.31429303,0.07886394,0.42230213,0.40979943,0.14405298,0.037149005,-0.349519,0.045159172,0.17492056,0.04065698,-0.53918505,0.06161648,0.72810316,0.070152335,-1.4716,0.016786085,0.06249261,0.05002597,-0.91466,0.16887224,128,M3,1,GC_members_VAC-v1_1.fits
NGC5272,2M13423482+2826148,NGC5272,0.1459471063163644,1.2654876708984375,0.1966232657432556,-0.4065724313259125,0.9999523758888244,1.0,0,205.64509,28.437469,42.49587016517002,78.61840194835233,13.203,12.697,12.609,128.54008,-142.85385,8.383177,0.19694108,1454875920474926464,0.08153248,0.0218801,-0.24463755,0.025163,-2.6298583,0.0158064,14.5604,4935.2188,21.57654,2.0187123,0.06174563,-1.5542,0.016919581,0.251275,0.024516935,-0.42216003,0.07719962,-0.27978015,0.09705478,0.47547996,0.0691942,0.2858529,0.07766877,0.9669919,0.41679344,0.18378294,0.037640344,-0.28481913,0.04490004,0.22812045,0.04081135,0.29052484,0.06252776,-0.21947694,0.06997751,-1.5155,0.016880037,-0.02910757,0.050595608,0.22803998,0.16327597,128,M3,1,GC_members_VAC-v1_1.fits
NGC5272,2M13423482+2826148,NGC5272,0.1459471063163644,1.2654876708984375,0.1966232657432556,-0.4065724313259125,0.9999523758888244,1.0,0,205.64509,28.437469,42.49587016517002,78.61840194835233,13.203,12.697,12.609,118.08803,-150.94238,6.722788,0.145753,1454875920474926464,0.08153248,0.0218801,-0.24463755,0.025163,-2.6298583,0.0158064,14.5604,4964.241,19.429691,2.0989287,0.056338623,-1.5326,0.014930239,0.209055,0.021810742,-0.37994003,0.09243761,-0.23165011,0.08475139,0.12779987,0.14200674,0.57338285,0.07020675,,,0.22632289,0.03353845,-0.31461906,0.03831789,0.11670053,0.035822064,0.07343495,0.05388749,-0.7029369,0.06163686,-1.5033,0.014827251,-0.05730748,0.04311181,-0.4621601,0.14491425,128,M3,1,GC_members_VAC-v1_1.fits
NGC5272,2M13423548+2819583,NGC5272,0.1374559417254346,-0.1863900125026703,0.1438842415809631,-0.1275164783000946,0.9999999403953552,1.0,0,205.647848,28.332888,41.96601741864228,78.62204369958108,11.61,10.981,10.866,143.52972,-148.65384,0.0,0.043442436,1454874099408643328,0.08849708,0.0148363,-0.19495535,0.0176522,-2.729421,0.0102419,13.313,4498.55,12.108607,1.2561522,0.04873111,-1.4635,0.013909374,0.14179501,0.01711535,-0.5575,0.040455528,-0.29889,0.062093206,0.040237904,0.040109828,0.21833289,0.033590075,0.681652,0.23001112,0.10106397,0.028228376,-0.29101908,0.033857673,0.14492047,0.029276565,0.057163954,0.04204773,-0.27356684,0.042609923,-1.4423,0.014469793,-0.12610745,0.03460641,-0.063360095,0.07727572,128,M3,1,GC_members_VAC-v1_1.fits
NGC5272,2M13423548+2819583,NGC5272,0.1374559417254346,-0.1863900125026703,0.1438842415809631,-0.1275164783000946,0.9999999403953552,1.0,0,205.647848,28.332888,41.96601741864228,78.62204369958108,11.61,10.981,10.866,265.35886,-148.25331,0.091391504,0.049205318,1454874099408643328,0.08849708,0.0148363,-0.19495535,0.0176522,-2.729421,0.0102419,13.313,4499.631,9.464621,1.2401767,0.0411342,-1.466,0.011089081,0.161545,0.013779529,-0.526,0.031370096,-0.34001005,0.047642335,0.2888,0.032302245,0.20754302,0.026052378,-0.17269802,0.17749181,0.13215399,0.022809006,-0.28421903,0.024881044,0.16496062,0.022793185,0.146065,0.031911295,-0.56823695,0.032776374,-1.4365,0.01142999,-0.10800755,0.025630856,-0.011760116,0.05720074,128,M3,1,GC_members_VAC-v1_1.fits
NGC5272,2M13423548+2819583,NGC5272,0.1374559417254346,-0.1863900125026703,0.1438842415809631,-0.1275164783000946,0.9999999403953552,1.0,0,205.647848,28.332888,41.96601741864228,78.62204369958108,11.61,10.981,10.866,213.97784,-148.60582,0.11461747,0.045953292,1454874099408643328,0.08849708,0.0148363,-0.19495535,0.0176522,-2.729421,0.0102419,13.313,4503.823,9.490842,1.2410188,0.04114297,-1.4659,0.011082421,0.152825,0.013788613,-0.5353799,0.031450402,-0.3117199,0.047693312,0.21758008,0.032374684,0.19196308,0.026161924,-0.033198,0.17787392,0.11125207,0.02281293,-0.26141906,0.024872445,0.1419506,0.02280054,0.09595513,0.031924926,-0.061906695,0.032828726,-1.4398,0.011419236,-0.17060745,0.02563563,-0.08205998,0.057426386,128,M3,1,GC_members_VAC-v1_1.fits
NGC5272,2M13423658+2822039,NGC5272,0.128913496282348,0.3557664752006531,0.2339918762445449,-0.855155348777771,0.9999998211860656,1.0,0,205.652441,28.367773,42.14140936827495,78.61609158527403,14.436,13.956,13.941,85.46949,-144.42502,0.8239694,0.3885991,1454875061481382016,0.12886955,0.0360254,-0.038668513,0.0411114,-2.630948,0.024538,15.7609,4977.1494,23.838205,2.3974328,0.06455751,-1.5931,0.01763366,0.32178497,0.02620166,-0.41979992,0.1721335,-0.048090935,0.10461347,0.51222,0.17745125,0.54846305,0.087342545,,,0.19769299,0.039777946,-0.29361904,0.047072142,0.47273064,0.04323037,0.206375,0.06730115,0.68128324,0.075526126,-1.5187,0.017462336,-0.5058075,0.054251183,-0.8463601,0.17893106,128,M3,1,GC_members_VAC-v1_1.fits
NGC5272,2M13423658+2822039,NGC5272,0.128913496282348,0.3557664752006531,0.2339918762445449,-0.855155348777771,0.9999998211860656,1.0,0,205.652441,28.367773,42.14140936827495,78.61609158527403,14.436,13.956,13.941,52.077705,-144.23831,0.5456697,0.32679346,1454875061481382016,0.12886955,0.0360254,-0.038668513,0.0411114,-2.630948,0.024538,15.7609,5451.06,72.611984,2.818783,0.11069327,-1.241,0.030141996,0.186625,0.032003123,0.024248004,0.11159191,-0.07938504,0.11858053,1.007,0.09764357,0.59277296,0.1654837,,,0.11508298,0.0460618,-0.39371896,0.05091705,0.11929059,0.05265842,-0.428715,0.07151426,,,-1.1914,0.016214559,,,-0.94526005,0.34754375,128,M3,1,GC_members_VAC-v1_1.fits
NGC5272,2M13423753+2816374,NGC5272,0.1935087658046937,-0.1921218484640121,0.3384935557842254,0.6953617930412292,0.9999999403953552,1.0,0,205.656415,28.277071,41.68156144772668,78.61735642434763,12.184,11.575,11.498,149.94559,-148.69855,0.1420187,0.067481875,1454732983965919104,0.05636575,0.0154045,-0.04616367,0.0188773,-2.806662,0.0114184,13.7945,4692.6514,14.122728,1.4244328,0.048371874,-1.3359,0.013545097,0.102846004,0.016997484,-0.52727985,0.043624874,-0.5453199,0.06429468,0.7231601,0.04308897,0.09388411,0.040750626,,,0.07706261,0.027867287,0.46670103,0.034861986,0.12968075,0.029858144,0.15014505,0.041903786,0.061219215,0.046039,-1.3559,0.014102811,-0.042407393,0.03457295,-0.07135999,0.09800096,128,M3,1,GC_members_VAC-v1_1.fits
NGC5272,2M13423753+2816374,NGC5272,0.1935087658046937,-0.1921218484640121,0.3384935557842254,0.6953617930412292,0.9999999403953552,1.0,0,205.656415,28.277071,41.68156144772668,78.61735642434763,12.184,11.575,11.498,165.26689,-148.84822,0.1324758,0.05697393,1454732983965919104,0.05636575,0.0154045,-0.04616367,0.0188773,-2.806662,0.0114184,13.7945,4724.432,12.325348,1.5212967,0.043418698,-1.3368,0.011634864,0.119461,0.014852812,-0.47686994,0.03782494,-0.3957399,0.054643683,0.73694,0.038200516,0.16029203,0.035898004,0.0009020567,0.20651287,0.07914853,0.024309454,0.49127102,0.028465683,0.16447055,0.025451064,0.16844499,0.03516582,0.18974316,0.039368995,-1.3477,0.0120065585,-0.21610749,0.028503735,-0.22096002,0.083387665,128,M3,1,GC_members_VAC-v1_1.fits
NGC5272,2M13423883+2823306,NGC5272,0.1412617721199227,0.5661851763725281,0.1876019090414047,1.0201328992843628,0.9999995827674866,1.0,0,205.66183,28.39184,42.260687973302296,78.60646352233842,12.68,12.136,12.039,136.90337,-142.78375,0.16794267,0.09390531,1454875439438561536,0.0699006,0.0187538,-0.24056092,0.021156,-2.6320744,0.0130978,14.1762,4779.5996,14.781213,1.7656233,0.04825701,-1.3563,0.013161949,0.192865,0.01715034,-0.31583,0.046158902,-0.21252,0.06507722,0.26297998,0.04520449,0.390553,0.04492274,,,0.15736294,0.027720831,-0.29781902,0.03363496,0.16874063,0.029628415,0.029778004,0.04181094,,,-1.3218,0.013544005,-0.11650741,0.03413913,-0.29456007,0.10453455,128,M3,1,GC_members_VAC-v1_1.fits
NGC5272,2M13423883+2823306,NGC5272,0.1412617721199227,0.5661851763725281,0.1876019090414047,1.0201328992843628,0.9999995827674866,1.0,0,205.66183,28.39184,42.260687973302296,78.60646352233842,12.68,12.136,12.039,109.47568,-142.77022,0.11899751,0.09429153,1454875439438561536,0.0699006,0.0187538,-0.24056092,0.021156,-2.6320744,0.0130978,14.1762,4794.166,17.228846,1.803431,0.053816717,-1.3915,0.01506153,0.197585,0.019840252,-0.33998,0.055310152,-0.093115926,0.07716575,0.018801093,0.057737768,0.26738298,0.053772066,-0.0040979385,0.30162483,0.18103302,0.031774204,-0.234519,0.03995019,0.20259058,0.034534145,0.15916502,0.04992971,,,-1.3688,0.015486057,-0.19860744,0.041119896,-0.22516,0.12542546,128,M3,1,GC_members_VAC-v1_1.fits
NGC5272,2M13423922+2827574,NGC5272,0.1884842251795196,0.3907971382141113,0.2097237706184387,0.6039315462112427,0.9999997615814208,1.0,0,205.663458,28.465965,42.634661152816975,78.60047201770729,10.756,10.068,9.927,154.93282,-144.15178,0.0,0.033926643,1454880387240926080,0.11078628,0.01534,-0.19033507,0.016917,-2.7698407,0.010394,12.6328,4289.2466,9.84342,1.049155,0.045057114,-1.397,0.013282383,0.180745,0.015049476,-0.50738,0.031933233,-0.38445997,0.05332559,0.20607007,0.032809075,0.219563,0.025131514,0.147102,0.18279909,0.085079074,0.025744423,-0.31891906,0.031864323,0.22039056,0.026518235,0.117995024,0.036959466,-0.47960687,0.036046017,-1.3655,0.014149342,-0.06670749,0.030788135,-0.38096,0.05917566,128,M3,1,GC_members_VAC-v1_1.fits
NGC5272,2M13423922+2827574,NGC5272,0.1884842251795196,0.3907971382141113,0.2097237706184387,0.6039315462112427,0.9999997615814208,1.0,0,205.663458,28.465965,42.634661152816975,78.60047201770729,10.756,10.068,9.927,414.45132,-144.63643,0.14696011,0.031772863,1454880387240926080,0.11078628,0.01534,-0.19033507,0.016917,-2.7698407,0.010394,12.6328,4291.246,8.131107,1.0406332,0.03965213,-1.4136,0.011160754,0.185595,0.012804938,-0.50543,0.02646293,-0.36199987,0.04363259,0.2634201,0.027903324,0.21589303,0.020787142,-0.61069787,0.1509939,0.11333811,0.021909747,-0.30761898,0.025023727,0.18499064,0.021893548,0.117075086,0.030025903,-0.19894683,0.029513372,-1.3802,0.011780834,-0.074207425,0.02448783,-0.30576003,0.04673413,128,M3,1,GC_members_VAC-v1_1.fits
NGC5272,2M13423922+2827574,NGC5272,0.1884842251795196,0.3907971382141113,0.2097237706184387,0.6039315462112427,0.9999997615814208,1.0,0,205.663458,28.465965,42.634661152816975,78.60047201770729,10.756,10.068,9.927,332.9008,-145.52821,0.341898,0.031401046,1454880387240926080,0.11078628,0.01534,-0.19033507,0.016917,-2.7698407,0.010394,12.6328,4293.9746,8.16364,1.0399059,0.039816115,-1.4223,0.01119635,0.181305,0.012890177,-0.5013399,0.026694097,-0.27432,0.043897673,0.24827003,0.028104054,0.20777297,0.020936266,0.018002033,0.15247646,0.104086995,0.02201966,-0.30011904,0.025061944,0.17470062,0.021981217,0.13666499,0.030218003,-0.15574682,0.029665707,-1.3894,0.011803427,-0.051407456,0.024627285,-0.30185997,0.046899896,128,M3,1,GC_members_VAC-v1_1.fits
NGC5272,2M13424041+2830212,NGC5272,0.2330480991257051,-0.4130886793136596,0.4169862866401672,1.2220425605773926,0.9999998807907104,0.99997,0,205.668408,28.50589,42.834691384192496,78.59347889732601,13.889,13.384,13.268,125.78224,-150.42209,0.38368663,0.21070735,1454880593399363840,0.06670298,0.0288308,-0.3509703,0.0341735,-2.7471633,0.0204666,15.2743,4877.1636,18.713518,2.168194,0.054000333,-1.3367,0.01498265,0.251185,0.019972175,-0.02261293,0.058221787,0.098590136,0.079338156,0.074180126,0.05510611,0.4196731,0.060249098,-1.0631979,0.31188917,0.18231308,0.031857822,-0.113819,0.040844865,0.32093072,0.035199862,0.15056515,0.050422076,0.09955323,0.05844171,-1.3006,0.015399423,0.07739258,0.04155913,-0.7976599,0.1419611,128,M3,1,GC_members_VAC-v1_1.fits
NGC5272,2M13424041+2830212,NGC5272,0.2330480991257051,-0.4130886793136596,0.4169862866401672,1.2220425605773926,0.9999998807907104,0.99997,0,205.668408,28.50589,42.834691384192496,78.59347889732601,13.889,13.384,13.268,74.458755,-150.33824,0.3500425,0.18401879,1454880593399363840,0.06670298,0.0288308,-0.3509703,0.0341735,-2.7471633,0.0204666,15.2743,4929.323,23.469896,2.2285984,0.06074041,-1.2856,0.017474921,0.248075,0.023206733,0.1321001,0.07146136,0.25212002,0.09691101,-0.037897468,0.06568629,0.690993,0.07743394,,,0.2343831,0.03689328,-0.04991901,0.051559906,0.21627069,0.042459633,0.315495,0.061327234,-0.40262675,0.072440915,-1.25,0.018107383,-0.22310746,0.051463906,-0.87055993,0.19046837,128,M3,1,GC_members_VAC-v1_1.fits
NGC5272,2M13424150+2819081,NGC5272,0.1739101565060145,0.1816265285015106,0.1655083149671554,0.9763217568397522,0.9999998807907104,1.0,0,205.672918,28.31893,41.889540272286126,78.60074163303867,10.071,9.291,9.123,308.72675,-145.78331,0.0,0.024094906,1454873820233046016,0.082431145,0.0168043,-0.16512929,0.0190017,-2.5857675,0.0107839,12.177,4065.7446,6.9011354,0.6894905,0.038131036,-1.3582,0.011244814,0.172335,0.0118387295,-0.48489988,0.02235447,-0.38995993,0.039759863,0.28569007,0.024065321,0.19023311,0.016994575,0.17770207,0.1269152,0.10722005,0.02102676,-0.28671896,0.025185607,0.15873075,0.021006968,0.18364513,0.028181614,-0.24884677,0.026483217,-1.3264,0.012177225,-0.051707387,0.023327542,,,128,M3,1,GC_members_VAC-v1_1.fits
NGC5272,2M13424150+2819081,NGC5272,0.1739101565060145,0.1816265285015106,0.1655083149671554,0.9763217568397522,0.9999998807907104,1.0,0,205.672918,28.31893,41.889540272286126,78.60074163303867,10.071,9.291,9.123,604.8049,-143.54143,0.6035081,0.02418091,1454873820233046016,0.082431145,0.0168043,-0.16512929,0.0190017,-2.5857675,0.0107839,12.177,4061.3413,6.9047246,0.7214938,0.038360804,-1.372,0.011314941,0.151135,0.011945803,-0.47377992,0.022544539,-0.37531996,0.040050235,0.2654401,0.024229608,0.16966307,0.017067876,-0.09669793,0.12829593,0.115248084,0.021184277,-0.30831897,0.025263779,0.13366067,0.021126123,0.15306509,0.028437855,-0.20978677,0.026614621,-1.3423,0.012237518,-0.025407434,0.023526415,,,128,M3,1,GC_members_VAC-v1_1.fits
NGC5272,2M13424150+2819081,NGC5272,0.1739101565060145,0.1816265285015106,0.1655083149671554,0.9763217568397522,0.9999998807907104,1.0,0,205.672918,28.31893,41.889540272286126,78.60074163303867,10.071,9.291,9.123,498.5588,-145.09787,2.0014763,0.025069047,1454873820233046016,0.082431145,0.0168043,-0.16512929,0.0190017,-2.5857675,0.0107839,12.177,4076.8677,7.0183144,0.76222974,0.03881742,-1.3959,0.011402124,0.127725,0.01218251,-0.46144998,0.023156941,-0.34583998,0.040802304,0.23219001,0.02478801,0.13354301,0.017459996,-0.1819979,0.13235444,0.052406073,0.021481335,-0.303519,0.025354091,0.110640645,0.021370199,0.19835496,0.028960075,-0.16287684,0.02706427,-1.368,0.012280611,-0.021407485,0.023907742,,,128,M3,1,GC_members_VAC-v1_1.fits
NGC5272,2M13424279+2813196,NGC5272,0.2700459553335842,-0.172267809510231,0.1273969262838363,-1.0884950160980225,0.9999999403953552,1.0,0,205.678327,28.222126,41.3991621290167,78.60060280495435,13.621,13.132,13.057,160.81953,-148.54369,0.38594896,0.21395986,1454732537289602560,0.09035585,0.0239713,-0.15618049,0.0288939,-2.7345996,0.0172522,15.0421,4947.5117,15.361655,2.1663759,0.04883972,-1.5724,0.012296972,0.234935,0.018218605,-0.07869995,0.054684345,0.0999701,0.06725684,0.12151003,0.06001346,0.44243312,0.054994702,,,0.22610307,0.028051762,-0.230919,0.028982708,0.21860063,0.02870271,0.16999507,0.042567134,-0.084035754,0.04857529,-1.5432,0.012074121,-0.50810766,0.033292618,-0.7397599,0.10770197,128,M3,1,GC_members_VAC-v1_1.fits
NGC5272,2M13424279+2813196,NGC5272,0.2700459553335842,-0.172267809510231,0.1273969262838363,-1.0884950160980225,0.9999999403953552,1.0,0,205.678327,28.222126,41.3991621290167,78.60060280495435,13.621,13.132,13.057,102.33526,-148.64201,0.37410593,0.1655422,1454732537289602560,0.09035585,0.0239713,-0.15618049,0.0288939,-2.7345996,0.0172522,15.0421,4912.771,20.304903,2.1658585,0.06033018,-1.5836,0.016401138,0.229965,0.02382737,0.036263943,0.0737694,0.14082992,0.092889346,-0.05899656,0.075542025,0.40334296,0.07262441,-0.8335979,0.40061444,0.24781299,0.03657642,-0.40851903,0.042485114,0.17322052,0.03914118,0.21142495,0.06009536,,,-1.5307,0.016311735,-0.41980743,0.04838168,-0.95625997,0.15024796,128,M3,1,GC_members_VAC-v1_1.fits
NGC5272,2M13424417+2823088,NGC5272,0.1676124879773256,-0.071904107928276,0.2587001025676727,0.897272527217865,0.9999998807907104,0.99999,0,205.684061,28.385805,42.224481193503806,78.5872887106942,14.011,13.525,13.356,124.5067,-147.76085,0.26370543,0.23355424,1454874717884061696,0.14265236,0.0316278,-0.2555831,0.0341938,-2.5868235,0.0209205,15.4044,4953.6064,18.671484,2.3456533,0.05232951,-1.354,0.014050904,0.292925,0.019385612,-0.07819593,0.05864203,0.15585005,0.076610744,0.08324003,0.0625502,0.49779302,0.06309155,-0.17119801,0.3102605,0.23793304,0.030576015,-0.055719018,0.037549034,0.4108606,0.03349568,0.30069506,0.047983892,0.40453315,0.05703507,-1.3347,0.014273127,-0.14400744,0.039026067,-0.64805996,0.14270936,128,M3,1,GC_members_VAC-v1_1.fits
NGC5272,2M13424417+2823088,NGC5272,0.1676124879773256,-0.071904107928276,0.2587001025676727,0.897272527217865,0.9999998807907104,0.99999,0,205.684061,28.385805,42.224481193503806,78.5872887106942,14.011,13.525,13.356,71.99422,-147.85165,0.22253053,0.19710422,1454874717884061696,0.14265236,0.0316278,-0.2555831,0.0341938,-2.5868235,0.0209205,15.4044,5001.4937,28.365295,2.2387078,0.057982758,-1.2534,0.016164666,0.084422,0.02185602,0.26165998,0.069201425,-0.09081602,0.091274604,-0.39885998,0.15450016,0.702463,0.07892185,,,0.21742296,0.034605004,-0.27301908,0.047324467,-0.19123936,0.039787717,0.26081502,0.056709833,,,-1.237,0.016662216,-0.14620745,0.04718799,-1.24546,0.19111924,128,M3,1,GC_members_VAC-v1_1.fits
NGC5272,2M13424436+2829084,NGC5272,0.2265089012729003,0.1485403925180435,0.2137318849563598,0.1115374639630317,0.9999998807907104,1.0,0,205.684841,28.485672,42.72784972718794,78.58042656874613,13.714,13.229,13.08,63.721916,-146.04138,0.27675802,0.21662268,1454880524679885696,0.073002346,0.0279392,-0.04274363,0.0308874,-2.6654665,0.019138,15.094,4991.2417,33.657097,2.2830584,0.07118005,-1.4432,0.018547775,0.177235,0.02600666,0.03425193,0.085178696,0.20686996,0.10772053,0.39462996,0.07563024,0.31240296,0.0914934,,,0.18853295,0.04025886,-0.08121908,0.052201472,0.19563055,0.045426454,-0.036008596,0.068518735,0.88777316,0.079607986,-1.4172,0.018470345,-0.24120748,0.05634581,-0.9318601,0.20417489,128,M3,1,GC_members_VAC-v1_1.fits
NGC5272,2M13424436+2829084,NGC5272,0.2265089012729003,0.1485403925180435,0.2137318849563598,0.1115374639630317,0.9999998807907104,1.0,0,205.684841,28.485672,42.72784972718794,78.58042656874613,13.714,13.229,13.08,149.6331,-146.13455,0.49498472,0.22272597,1454880524679885696,0.073002346,0.0279392,-0.04274363,0.0308874,-2.6654665,0.019138,15.094,5015.5854,18.785713,2.1634533,0.05220024,-1.4292,0.013589405,0.245325,0.01963713,-0.03919506,0.06179514,-0.10298014,0.07676015,0.7005599,0.05779633,0.48430288,0.06745652,-0.919598,0.32502112,0.18965292,0.030449247,0.014580965,0.035200316,0.33363044,0.032812767,0.28052485,0.047778852,,,-1.407,0.013571358,0.030192494,0.03822646,-0.70306003,0.14299606,128,M3,1,GC_members_VAC-v1_1.fits
NGC5272,2M13424436+2829084,NGC5272,0.2265089012729003,0.1485403925180435,0.2137318849563598,0.1115374639630317,0.9999998807907104,1.0,0,205.684841,28.485672,42.72784972718794,78.58042656874613,13.714,13.229,13.08,86.89981,-146.12373,0.26705968,0.18153957,1454880524679885696,0.073002346,0.0279392,-0.04274363,0.0308874,-2.6654665,0.019138,15.094,5023.1143,26.820328,2.1826193,0.059301812,-1.4116,0.01613317,0.052625,0.023093194,0.25342,0.07517933,-0.14029002,0.094062045,0.32968998,0.06820851,0.434703,0.08297106,0.59868205,0.3951237,0.17480302,0.035724595,-0.077619076,0.044740107,-0.16037941,0.039828803,0.453175,0.058937773,,,-1.3959,0.016246747,-0.58730733,0.048024047,,,128,M3,1,GC_members_VAC-v1_1.fits
NGC5272,2M13424547+2824452,NGC5272,0.1807489838682458,0.0180777516216039,0.1009491086006164,1.160136103630066,0.9999998807907104,1.0,0,205.689487,28.412579,42.35810358547958,78.58095280466394,13.319,12.808,12.679,82.27927,-147.05899,0.23660976,0.13882834,1454875576877540864,0.07777747,0.0230309,-0.15405145,0.0259591,-2.7211492,0.0158292,14.7482,4947.805,23.230583,2.0768018,0.056399584,-1.2966,0.015724385,0.129135,0.021174325,-0.2931099,0.06478473,-0.2470299,0.08652074,0.78178006,0.060460024,-0.08273697,0.070679754,0.849892,0.34209698,0.08771205,0.033597965,0.71672106,0.044607364,0.1789707,0.037945937,0.10322511,0.054328352,0.07946122,0.06481787,-1.3071,0.01617577,-0.16970742,0.045006607,-0.9442599,0.16870897,128,M3,1,GC_members_VAC-v1_1.fits
NGC5272,2M13424547+2824452,NGC5272,0.1807489838682458,0.0180777516216039,0.1009491086006164,1.160136103630066,0.9999998807907104,1.0,0,205.689487,28.412579,42.35810358547958,78.58095280466394,13.319,12.808,12.679,206.74052,-147.1621,0.27092266,0.1422216,1454875576877540864,0.07777747,0.0230309,-0.15405145,0.0259591,-2.7211492,0.0158292,14.7482,4912.7095,12.328193,1.9177787,0.039742403,-1.327,0.009888899,0.123839,0.013519145,-0.27914,0.037388153,-0.20889008,0.04949174,0.7867999,0.03797479,0.029032946,0.039472528,0.14460194,0.19780916,0.046502948,0.021667507,0.6640209,0.023429975,0.2251705,0.022411548,0.24856496,0.030599311,0.16379309,0.036826164,-1.3532,0.009982205,-0.0804075,0.024155246,-0.17956007,0.08594416,128,M3,1,GC_members_VAC-v1_1.fits
NGC5272,2M13424547+2824452,NGC5272,0.1807489838682458,0.0180777516216039,0.1009491086006164,1.160136103630066,0.9999998807907104,1.0,0,205.689487,28.412579,42.35810358547958,78.58095280466394,13.319,12.808,12.679,113.56277,-147.22221,0.23825811,0.12938352,1454875576877540864,0.07777747,0.0230309,-0.15405145,0.0259591,-2.7211492,0.0158292,14.7482,5006.668,19.032879,2.0854113,0.050101466,-1.2406,0.013380757,0.088268995,0.018183507,-0.22641003,0.0557777,-0.44513,0.07314217,0.83034,0.053487055,-0.021896958,0.06393525,,,0.096678615,0.02892623,0.59944105,0.036813643,0.13015068,0.032288905,0.32257497,0.044916198,,,-1.268,0.013708932,-0.13450742,0.036728382,-0.07695997,0.15053259,128,M3,1,GC_members_VAC-v1_1.fits
NGC5272,2M13424652+2832065,NGC5272,0.2846265433013556,-0.5914227962493896,0.2021802514791488,0.0810599401593208,0.9999998807907104,0.99999,0,205.693854,28.535164,42.97438776223792,78.56914878290476,14.13,13.652,13.534,107.997185,-151.8131,4.4621563,0.28667492,1454881211874692992,0.088643745,0.0312535,-0.10255388,0.0385053,-2.760389,0.0225011,15.498,4985.365,21.772963,2.4044771,0.0592449,-1.468,0.016084787,0.267165,0.023130996,0.116239905,0.07388671,0.24870002,0.09268058,0.08720994,0.06700794,0.3054229,0.07845196,0.68014205,0.3926024,0.157233,0.035705946,-0.30661905,0.043481182,0.3775705,0.03921274,0.20456493,0.058673106,0.10615313,0.06821839,-1.4204,0.016128903,-0.3758074,0.047586754,-0.39196002,0.16914374,128,M3,1,GC_members_VAC-v1_1.fits
